user,user_profile,date_review,title,rating,type_visit,num_contributions,review,review_cleaned,year,month
laurent m,laurentm716,2016-10-08,Fabuleux moment - Un incontournable à Lyon,5.0,couples,5,"Hier soir nous avons fait une remarquable expérience gustative à Lyon dans ce fabuleux restaurant.
Accueil impeccable par un serveur qui nous accompagne dans un petit salon accueillant maximum 10 personnes, nous étions ce soir là 4 tables de 2
Mise en bouche excellente accompagnée d'un très bon apéritif conseillé par un très bon sommelier 
Mais ce n'était rien en comparaison de ce qui a suivi : l'araignée de mer présentée dans sa coquille d'argent conçue spécialement pour recevoir ce plat splendide tout en le maintenant au frais, le tartare de saumon tout aussi bon était suivi d'un filet de St Pierre à la cuisson parfaite puis du canard colvert et enfin en apothéose les desserts divins à base de figue pour moi et de mirabelle pour mon mari 
Tout cela servi par un personnel parfait, toujours là quand on avait besoin d'eux mais sans jamais que leur présence ne soit pesante 
Tout simplement parfait 
Je souhaite à tous de pouvoir vivre une fois dans sa vie une telle expérience et je rêve déjà d'y retourner à mon prochain séjour",hier soir avon fait remarquable expérience gustative lyon fabuleux restaurant accueil impeccable serveur accompagne petit salon accueillant maximum personnes soir table mise bouche excellente accompagnée dun très bon apéritif conseillé très bon sommelier nétait rien comparaison suivi laraignée mer présentée coquille dargent conçue spécialement recevoir plat splendide tout maintenant frais tartare saumon tout aussi bon suivi dun filet pierre cuisson parfaite puis canard colvert enfin apothéose dessert divins base figue mirabelle mari tout cela servi personnel parfait toujours quand besoin deux sans jamais présence pesante tout simplement parfait souhaite tous pouvoir vivre fois vie telle expérience rêve déjà retourner prochain séjour,2016,10
ungonedelyon2016,ungonedelyon2016,2016-09-27,grand moment,5.0,none,1,"Première visite dans ce restaurant dont nous avions depuis si longtemps entendu parlé.
L'accueil est un mélange de grande classe et de simplicité. Et toute la soirée sera basée sur cette savante alchimie. On sait que l on est dans un grand restaurant, mais ce n'est jamais pesant... Le personnel est au top. Le curseur a été placé au mieux !  Et dans l assiette ? Que dire qui n'ait pas été dit ? Mélange subtil de créativité et de tradition, du début à la fin, sans fausse note !
Un mot pour résumer : BRAVO",première visite restaurant dont depuis longtemps entendu parlé laccueil mélange grande classe simplicité toute soirée serum basée cette savante alchimie sait grand restaurant nest jamais pesant personnel top curseur placé mieux assiette dire nait dit mélange subtil créativité tradition début fin sans fausse note mot résumer bravo,2016,9
Nicoyotte,Nicoyotte,2016-09-14,Grand ! Très grand restaurant !!!,5.0,couples,85,"Quelle adresse !!! Tout est beau, tout est bon ! C'est le restaurant haut de gamme parfait. Tout est ordonné pour un service impeccable, sans pour autant avoir le personnel derriere vous à attendre je ne sais quoi. La cuisine est un pur bonheur, tout est juste dans le goût et les cuissons, les vins qui accompagnent ( tres judicieusement proposé par un jeune sommelier) sont si bons. Bref si vous pouvez vous offrir un dîner cher La Mère Brazier... N'hésitez pas une seconde!!! Merci à tout le personnel ce fut un très grand moment pour nous!!! PS : Vos guimauves à la fleur d'oranger sont exceptionnelles (et je ne suis pas fana de la fleur d'oranger)...",quelle adresse tout beau tout bon cest restaurant haut gamme parfait tout ordonné service impeccable sans autant avoir personnel derriere attendre sais quoi cuisine pur bonheur tout juste goût cuissons vins accompagnent tres judicieusement proposé jeune sommelier bons bref pouvez offrir dîner cher mère brazier nhésitez seconde merci tout personnel très grand moment guimauves fleur doranger exceptionnelles fana fleur doranger,2016,9
JJC,GRAALOU,2016-09-13,Pur bonheur !,5.0,none,22,"Un cadre très agréable et intime, puis une cuisine tellement repensée… Araignée de mer décortiquée aux multiples saveurs d'une fraîcheur exotique exquise et une lotte (pour deux) farcie et nappée à la crème et au caviar… mémorable… Si l'on ajoute un Saint-Aubin blanc La Pucelle du domaine Roux… de 2014 et déjà parfait… Merci sommelier… ",cadre très agréable intime puis cuisine tellement repensée araignée mer décortiquée multiple saveurs dune fraîcheur exotique exquise lotte deux farcie nappée crème caviar mémorable lon ajoute saintaubin blanc pucelle domaine roux déjà parfait merci sommelier,2016,9
marie p,mariep497,2016-09-11,Grande table,5.0,family,75,"Magnifique maison, tout est parfait, c'est l'excellence.
Un personnel présent mais discret,une cuisine sublime, un cadre génial (un salon particulier au 1er étage)
Merci pour cette soirée unique.",magnifique maison tout parfait cest lexcellence personnel présent discretune cuisine sublime cadre génial salon particulier étage merci cette soirée unique,2016,9
Flo-Lyon,LionLeMelhor,2016-09-10,Adresse emblématique,4.0,couples,108,"Expérience unique dans cette maison incontournable.
Le lieu est juste magnifique et mériterait presque d'être visité et raconté.
Pour le coté gustatif nous avons opté pour le menu classique 3 plats avec vin au verre pour accompagner les différents plats.
La cuisine est parfaitement maîtrisée et d'excellente qualité.
Les plats sont même trop copieux, l’enchaînement des plats avec foie gras, mousseline de brochet, ris de veau sans oublier la mise en bouche, le pré dessert, le dessert, les mignardises donne un résultat un peu trop lourd.
Nous avons passé un très bon moment, le service est à la hauteur du restaurant et de la maison brazier.
Tres belle expérience",expérience unique cette maison incontournable lieu juste magnifique mériterait presque dêtre visité raconté coté gustatif avon opté menu classique plat vin verre accompagner différents plat cuisine parfaitement maîtrisée dexcellente qualité plat trop copieux lenchaînement plat foie gras mousseline brochet veau sans oublier mise bouche pré dessert dessert mignardises donne résultat peu trop lourd avon passé très bon moment service hauteur restaurant maison brazier tres belle expérience,2016,9
jackdubuiso,jackdubuiso,2016-09-08,Une institution lyonnaise,5.0,friends,3,"Cuisine très savoureuse, accueil chaleureux et professionnel, ce dîner fût pour nous une expérience réussie à tous points de vue. Une mention spéciale pour le Sommelier, la carte des vins est fabuleuse.",cuisine très savoureuse accueil chaleureux professionnel dîner expérience réussie tous point vue mention spéciale sommelier carte vins fabuleuse,2016,9
speedmaster55,speedmaster55,2016-08-28,Incontournable bouchon,5.0,family,231,"Un véritable bouchon lyonnais qui s est un peu beaucoup embourgeoisé.rien à redire sur la cuisine,ni sur les quantités.un peu le souk pour se garer
",véritable bouchon lyonnais peu beaucoup embourgeoisérien redire cuisineni quantitésun peu souk garer,2016,8
valerie b,valerieb141,2016-08-28,Exellentisime!!!,5.0,none,37,"Un très bel endroit, décoration feutrée chic...
Un endroit pour amoureux, repas d'affaire....
Une qualité des mets subtils;
bravo! un chef discret.",très bel endroit décoration feutrée chic endroit amoureux repas daffaire qualité mets subtils bravo chef discret,2016,8
H_R_082006,H_R_082006,2016-08-25,Très belle établissement,5.0,none,10,"La Mère Brazier est simplement une des meilleur table de Lyon, aucune fausse note tout y est parfaitement maitrisé.
A faire absolument si vous passé à Lyon.",mère brazier simplement meilleur table lyon aucune fausse note tout parfaitement maitrisé faire absolument passé lyon,2016,8
callicarpa,callicarpa,2016-08-08,Dingue !,5.0,couples,23,"Absolument fabuleux: entrée et plat! Un peu déçue par le sucré, j aurai du m arrêter la. La poulette était somptueuse, merveilleuse et divine, ravie d avoir découvert cela dans ma vie!  Service irréprochable, attentionné, détendu mais pas trop: impeccable. Extra: courrez y!!!",absolument fabuleux entrée plat peu déçue sucré arrêter poulette somptueuse merveilleuse divine ravie avoir découvert cela vie service irréprochable attentionné détendu trop impeccable extra courrez,2016,8
dominique d,dominiqued658,2016-08-04,Un excellent dejeuner accompagné d'un service remarquable,5.0,couples,21,"Ma femme et moi avons déjeuné mi juillet chez La mère Brazier; nous avions choisi le menu ""classique"" où les plats - ""artichaut et fois gras""(le foie poêlé magnifique)- et  -""mousseline de brochet""(la sauce un délice)- étaient particulièrement remarquables, nous avons été moins convaincus par le ris de veau dont, pour nous, le ""fumé"" était trop prononcé. Le choix des vins qui accompagnaient chaque plat par le sommelier fut aussi très judicieux. Pour nous servir ce jour là (il n'y avait pas grand monde) une équipe remarquable:  du maitre d'hôtel au garçon: tous ont été affables souriants et causants: certains 3* n'ont pas ce niveau de qualité. En résumé une très bonne adresse qui fait honneur à la cuisine lyonnaise",femme avon déjeuné juillet chez mère brazier choisi menu classique plat artichaut fois grasle foie poêlé magnifique mousseline brochetla sauce délice particulièrement remarquables avon moins convaincus veau dont fumé trop prononcé choix vins accompagnaient chaque plat sommelier aussi très judicieux servir jour grand monde équipe remarquable maitre dhôtel garçon tous affables souriants causants certains nont niveau qualité résumé très bonne adresse fait honneur cuisine lyonnaise,2016,8
saint-roch,saint-roch,2016-07-25,L'indispensable,5.0,family,12,"Service raffiné , décoration soignée et cuisine digne de sa réputation! 
Faire aimer du ris de veau à une petite fille de 8 ans...bravo! Elle s'en rappelle encore! 
Merci de vos attentions et des délices !",service raffiné décoration soignée cuisine digne réputation faire aimer veau petite fille ansbravo sen rappelle encore merci attention délices,2016,7
Bernard F,496bernardf,2016-07-24,Une très belle maison ... Un accueil hors pair.,5.0,family,19,Le menu tradition de belle facture. Artichaut et foie gras Nr 10 INOUBLIABLE. Un de mes très grand plat. Magnifique quenelle Nantua et impeccable ris de veau à la grenobloise. Une carte des vins à la hauteur. Et un Paris Brest en finition!!  ,menu tradition belle facture artichaut foie gras inoubliable très grand plat magnifique quenelle nantua impeccable veau grenobloise carte vins hauteur paris brest finition,2016,7
mousy,jipebe080,2016-07-24,"Pas loin d'être Royal, mais n'en faisons pas un opéra",4.0,couples,625,"Certes, il faut être curieux et volontaire pour trouver les bonnes adresses de restauration, à la capitale de la gastronomie française. Un de nos choix s'est arrêté à l'adresse ""institution"" qu'est La Mère Brazier.
Ne soyez pas surpris par la ruelle et la façade de l'établissement; tout se passe à l'intérieur. Très bon accueil, bon enfant et sympathique, avec un passage par la cuisine et son personnel. En fait de salles, il s'agit plus de salons (9 au total) avec une dizaine de clients par salle. Le confort est correct. Attention si vous mesurez plus de 1,80 mètres car il faudra vous baisser pour accéder à la bonne salle.
Enfin (""last but not least"") la qualité de la nourriture était bien au rendez-vous. Nous craignions recevoir des bouchées minuscules, mais au bout du repas nous n'avons pas pu achever notre dessert. En conclusion : bonne adresse à réserver de préférence en début de mois, une fois votre rémunération versée sur votre compte... Quand on aime,....",certes faut être curieux volontaire trouver bonnes adresses restauration capitale gastronomie française choix sest arrêté ladresse institution quest mère brazier surpris ruelle façade létablissement tout passe lintérieur très bon accueil bon enfant sympathique passage cuisine personnel fait salles sagit plus salon total dizaine client salle confort correct attention mesurez plus mètres car faudra baisser accéder bonne salle enfin last but not least qualité nourriture bien rendezvous craignions recevoir bouchées minuscule bout repas navons achever dessert conclusion bonne adresse réserver préférence début mois fois rémunération versée compte quand aime,2016,7
FoodLoverGva,FoodLoverGva,2016-07-21,Un fantastique diner,5.0,none,15,"Nous nous sommes rendus dans ce restaurant avec beaucoup d’attente et nous n'avons pas été déçu, mais alors pas du tout. Accueil chaleureux dès notre arrivée avec le voiturier ouvrant la portière et nous demandant si nous avions fait bonne route (voyant nos plaques d'immatriculation suisse).

Nous découvrons un établissement fort charmant avec une décoration sobre et raffinée. En entrant dans la salle nous avons eu un peu de peur d'avoir à faire à un restaurant étoilé extrêmement guindé dans son atmosphère. La jeune équipe en salle a tout de suite remis les choses en place! Un service parfait mais voyant que nous étions relax ils se sont adaptes à la clientèle tout en restant professionnel, un pur bonheur (surtout dans ce genre d’établissement) .

Le dîner, magnifique de A à Z, l’araignée aux condiments était tout simplement délicieuse, une justesse remarquable au niveau de l’assaisonnement.
Nous avons ensuite dégusté le poulet aux écrevisses en deux services. Tout d'abord on nous présente la volaille, puis, arrive le moment de la découpe. Silence absolu, les autres tables observent religieusement le chef de table procéder. Quelle maîtrise, remarquable! Le premier service, le filet sauce Nantua est divin. Que dire du second, pour nous il s'agissait de la cuisse façon César, quelle subtile ré-interprétation, délicieux!
Pour finir nous avons goûté la tarte au chocolat, à nouveau un magnifique dessert travaillé et le sésame amène une réelle originalité au plat.
La guimauve faite maison servie avec le café vaut aussi le détour!

Un splendide restaurant gastronomique au cœur de Lyon, une adresse mythique à découvrir!",somme rendus restaurant beaucoup dattente navons déçu alors tout accueil chaleureux dès arrivée voiturier ouvrant portière demandant fait bonne route voyant plaque dimmatriculation suisse découvrons établissement fort charmant décoration sobre raffinée entrant salle avon peu peur davoir faire restaurant étoilé extrêmement guindé atmosphère jeune équipe salle tout suite remis choses place service parfait voyant relax adaptes clientèle tout restant professionnel pur bonheur surtout genre détablissement dîner magnifique laraignée condiment tout simplement délicieuse justesse remarquable niveau lassaisonnement avon ensuite dégusté poulet écrevisses deux service tout dabord présente volaille puis arrive moment découpe silence absolu autres table observent religieusement chef table procéder quelle maîtrise remarquable premier service filet sauce nantua divin dire second sagissait cuisse façon césar quelle subtile réinterprétation délicieux finir avon goûté tarte chocolat nouveau magnifique dessert travaillé sésame amène réelle originalité plat guimauve faite maison servie café vaut aussi détour splendide restaurant gastronomique cœur lyon adresse mythique découvrir,2016,7
Raphaëlle B,rapholive,2016-07-17,Un très bon moment,5.0,friends,26,"Nous avons dîné entre amis chez la Mère Brazier, nous avions pris le menu dégustation. Excellent!
Seul bémol, le service un peu long....",avon dîné entre amis chez mère brazier pris menu dégustation excellent seul bémol service peu long,2016,7
69DEX,69DEX,2016-07-14,TROP IRREGULIER,3.0,friends,65,"Après 3 visites entre cette année et l'année passée, l'irrégularité est marquante.
La premier moment fût une très agréable découverte: équipe enthousiaste, Chef à l'accueil et cuisine classique goûteuse de très bonne facture.
Le second déjeuner fût beaucoup moins convaincant: accueil courtois mais trop guindé mais surtout plats en manque de saveurs et sans relief.
Quant à la dernière visite, service froid, présence trop sobre et quasi inexistante du maître d'hôtel. La sommelière vous sert le vin sans réel explication et plus des gobelets qu'un service dans la finesse et régulier.
Pas d'ambiance de fond, froid. Visite du Chef tout de même appréciable à la table.",après visites entre cette année lannée passée lirrégularité marquante premier moment très agréable découverte équipe enthousiaste chef laccueil cuisine classique goûteuse très bonne facture second déjeuner beaucoup moins convaincant accueil courtois trop guindé surtout plat manque saveurs sans relief quant dernière visite service froid présence trop sobre quasi inexistante maître dhôtel sommelière sert vin sans réel explication plus gobelets quun service finesse régulier dambiance fond froid visite chef tout appréciable table,2016,7
DS94120,DS94120,2016-07-13,Sublime,5.0,none,50,"On ne fera jamais assez l'éloge de cette maison. Tout y est superbement réalisé avec maîtrise et simplicité à commencer par le service: attentif, simple et efficace. Deux mots viennent  à l'esprit: Bravo et Merci!",fera jamais assez léloge cette maison tout superbement réalisé maîtrise simplicité commencer service attentif simple efficace deux mot viennent lesprit bravo merci,2016,7
JeanPierreWaterloo,JeanPierreWaterloo,2016-07-13,Restaurant mythique...un peu moyen,3.0,friends,59,"Le cadre est superbe.  L'endroit mythique.
La cuisine est une cuisine de produit.  Les produits, d'excellente qualité, sont bien mis en avant.   Je regrette certains plats un peu trop salés.
Le plateau de fromages était décevant....je pense surtout au Beaufort qui était digne d'un restaurant d'autoroute.
La sommelière, très gentille, m'a semblé peu compétente....elle ne connaissait ni l'Amarone ni les vins italiens....bon on peut l'excuser car elle nous a conseillé un excellent Chateauneuf du Pape (Mordorée 2009) !",cadre superbe lendroit mythique cuisine cuisine produit produits dexcellente qualité bien avant regrette certains plat peu trop salés plateau fromages décevantje pense surtout beaufort digne dun restaurant dautoroute sommelière très gentille semblé peu compétenteelle connaissait lamarone vins italiensbon peut lexcuser car conseillé excellent chateauneuf pape mordorée,2016,7
Eric D,M5708EQericd,2016-07-02,Quelques défauts,3.0,friends,2,"Endroit sympathique malgré un prix ltrop cher pour la qualité des mets et du service
Ris de veau cuisson aléatoire un saignant 
Du jamais vus et un trop cuit
Seul réponse du MH  """" les deux on cuit en même temps """"""
Sommelier plus que limite dans les choix  présentation du vin étiquette vers celui ci service du vin étiquette cache sous la main du serveur etc etc
Nous avions au moment de la réservation n'étant pas de Lyon et venant juste pour ce dîner demande hôtel à proximité afin de ne pas reprendre la voiture résultat 
Nous étions suivant leur indications à l'hôtel  mercure Broteau au 3 km de distance.nous avons du prendre un taxi demandant l'avis du chauffeur 
《《 la qualité est en baisse 》》
Nous finissions notre tour des étoiles 
Nous ne reviendront plus 
Cordialement 
 ",endroit sympathique malgré prix ltrop cher qualité mets service veau cuisson aléatoire saignant jamais vus trop cuit seul réponse deux cuit temp sommelier plus limite choix présentation vin étiquette vers celui service vin étiquette cache sou main serveur etc etc moment réservation nétant lyon venant juste dîner demande hôtel proximité afin reprendre voiture résultat suivant indication lhôtel mercure broteau distancenous avon prendre taxi demandant lavis chauffeur qualité baisse finissions tour étoiles reviendront plus cordialement,2016,7
Fabrice S,959fabrices,2016-06-27,de mieux en mieux,5.0,friends,198,"vraiment de mieux en mieux. une entrée à base d'oeuf et de truffes exceptionnelle. 
la poulette de Bresse de Mieral aux écrevisses sublime et alors le dessert au chocolat ( la tarte ) tout simplement énorme. Un service de très grand classe et efficace sans être guindé.",vraiment mieux mieux entrée base doeuf truffes exceptionnelle poulette bresse mieral écrevisses sublime alors dessert chocolat tarte tout simplement énorme service très grand classe efficace sans être guindé,2016,6
marc P,marcp456,2016-06-20,Une cuisine fine et divine...,5.0,business,93,"Depuis bientôt deux ans que je suis à Lyon c'est mon 3eme déjeuner chez la même Brazier...des classiques revisités à merveille, une finesse et une beauté des plats, toujours un excellent moment. Et des petits salons intimistes ou l'on peut partager ce moment avec ses invités...une des meilleures (voir ""la"") table de Lyon.",depuis bientôt deux lyon cest eme déjeuner chez brazierdes classiques revisités merveille finesse beauté plat toujours excellent moment petits salon intimistes lon peut partager moment invitésune meilleures voir table lyon,2016,6
Roger Charles L,rogercharlesl,2016-06-19,Une étoile de trop,2.0,couples,27,"Diner à deux . 
Voiture laissée au voiturier dont on vous annonce déjà par une pancarte qu'il vous vous en coûtera 9 euro ! 
Bien mesquin quand on va de fait dépenser 500 euro pour un diner à deux  dans l'établissement ! 
Décoration mal refaite locaux mal réaménagés bas de plafond . Siège tâché ! Décoration d'amateur à l'économie avec un pauvre mannequin de couturière attifé de blanc .  Table dressée  dans un endroit exigu contre un mur couvert d'un petit rideau chip! 
4 rangées de tuyaux visibles au bas des murs .Par ailleurs  panne de climatisation? Pas de tablette pour déposer son sac à main et éviter qu'il ne soit laissé  à même le sol ...Pas à la hauteur d'un deux étoiles .. 
2 Menus dégustation à160 euro .2coupes  de champagne un Bourgogne rouge à 120 euro total 500 euro .
Araignées de mer acidulée et fraîche( surmontée d'une mousse déplacée faisant songer à du liquide vaisselle) correcte mais sans plus . Succession de plats microscopiques amenant à calmer son appétit avec le plateau de pains variés .
Aucune transcendance dans les plats . Banalité des goûts . Rien de mémorable . Amnésie totale d'ailleurs de plusieurs plats au moment où j'écris .Sauf une sauce acidulée qui accompagnait la morue mais de laquelle le fumet se retrouvait hélas et  sans doute involontairement aussi dans la rhubarbe du dessert .
Inconfortable ennuyeux et cher .
Une étoile de trop assurément 
",diner deux voiture laissée voiturier dont annonce déjà pancarte quil coûtera euro bien mesquin quand fait dépenser euro diner deux létablissement décoration mal refaite locaux mal réaménagés plafond siège tâché décoration damateur léconomie pauvre mannequin couturière attifé blanc table dressée endroit exigu contre mur couvert dun petit rideau chip rangées tuyaux visibles murs ailleurs panne climatisation tablette déposer sac main éviter quil laissé sol hauteur dun deux étoiles menu dégustation euro coupe champagne bourgogne rouge euro total euro araignées mer acidulée fraîche surmontée dune mousse déplacée faisant songer liquide vaisselle correcte sans plus succession plat microscopiques amenant calmer appétit plateau pain variés aucune transcendance plat banalité goûts rien mémorable amnésie totale dailleurs plusieurs plat moment jécris sauf sauce acidulée accompagnait morue laquelle fumet retrouvait hélas sans doute involontairement aussi rhubarbe dessert inconfortable ennuyeux cher étoile trop assurément,2016,6
Xof,XOFandNad,2016-06-14,Le classicisme Brazier revisité par Mathieu Viannay,5.0,friends,131,"Attention au plafond bas... mais une fois assis le niveau s'élève! Nous avons pris le menu dégustation avec accord Mets et vins (j'aurais attendu un peu plus de surprises sur les vins... mais globalement c'était bien!) L'entrée crabe un peu trop copieuse (selon certaines...) et sans grande surprise(...), mais vraiment délicieuse!(!!!) Le thon était une tuerie pour les papilles et pour sa texture, un vrai régale avec le tartare de bœuf!(!!!) La morue était une excellente surprise et très joliment servie mais Le vrai PLUS s'est situé au niveau du pigeon!(je suis un fan du pigeon!) 
Bref un très très bon repas et surtout un chef particulièrement sympa qui vient en salle avant et après le repas pour faire le tour des tables, ce qui ne nous était jamais arrivé! Un bien bon moment avec une équipe de service très agréable! ",attention plafond fois assis niveau sélève avon pris menu dégustation accord mets vins jaurais attendu peu plus surprise vins globalement cétait bien lentrée crabe peu trop copieuse selon certaines sans grande surprise vraiment délicieuse thon tuerie papilles texture vrai régale tartare bœuf morue excellente surprise très joliment servie vrai plus sest situé niveau pigeonje fan pigeon bref très très bon repas surtout chef particulièrement sympa vient salle avant après repas faire tour table jamais arrivé bien bon moment équipe service très agréable,2016,6
Roland C,rolandc139,2016-06-08,Divine surprise,5.0,business,44,Je n'avais encore jamais été chez La Mere Brazier mais ce premier diner avec des clients asiatiques a été remarquable. L'entrée avec le foie gras puis le brochet avec homard ont conquis l'ensemble de convives. A noter également le niveau du service en tout point remarquable,navais encore jamais chez mere brazier premier diner client asiatiques remarquable lentrée foie gras puis brochet homard conquis lensemble convives noter également niveau service tout point remarquable,2016,6
Francoise S,FrancoiseMS,2016-06-07,Vénérable institution,4.0,couples,455,"Déco d'epoque : plafonds bas, murs en carrelages multicolores, service feutré et bienveillant, nous sommes dans un incontournable lyonnais. 
Œuf coque à la purée de truffe en entrée, excellent, dos de morue en plat , parfaitement
cuit, bien qu'un peu salé, et hélas plus d.appetit pour le dessert.On se sent choyé et même si nous refusons leur célèbre Paris Brest, on nous considère comme des hôtes de choix. Longue vie à ce restaurant plein d'histoire.",déco depoque plafonds murs carrelages multicolores service feutré bienveillant somme incontournable lyonnais œuf coque purée truffe entrée excellent morue plat parfaitement cuit bien quun peu salé hélas plus dappetit desserton sent choyé refusons célèbre paris brest considère comme hôtes choix longue vie restaurant plein dhistoire,2016,6
Elisabeth LASSAUCE,462elisabethl,2016-06-07,repas de fête occasionnel,5.0,family,133,"excellent restaurant à tous niveaux seul ,bémol reste assez onéreux  pour se permettre d'y aller toutes les semaines .cadre intime très agréable, petits pains individuels un pur bonheur ...a faire en famille entre amis pour célébrer un évènement vous ne serez pas déçus ",excellent restaurant tous niveaux seul bémol reste assez onéreux permettre aller toutes semaines cadre intime très agréable petits pain individuels pur bonheur faire famille entre amis célébrer évènement déçus,2016,6
Olivier B,OlivierB971,2016-06-04,Sublime !,5.0,couples,159,"Nous avons essayer pour la premiere fois cette table reputee de Lyon: magique !
tout etait parfait, de l'acceuil, au service, au repas, au vin, et au depart ou le salut du Chef a ete fort apprecie.
Nous nous sommes regales, la poulette en 2 services, aux ecrivisses et sauce Nantua et cuisses grillees aux epices, specialite de la maison, tout simplement divin !
Magnifique carte de vins ! Nous reviendrons.
A preciser, un service de valet est disponible pour garer votre voiture, tres pratique dans ce quartier ou il est pratiquement impossible de trouver une place.",avon essayer premiere fois cette table reputee lyon magique tout etait parfait lacceuil service repas vin depart salut chef ete fort apprecie somme regales poulette service ecrivisses sauce nantua cuisse grillees epices specialite maison tout simplement divin magnifique carte vins reviendrons preciser service valet disponible garer voiture tres pratique quartier pratiquement impossible trouver place,2016,6
Michael F,garferLyon,2016-05-29,Bravo,5.0,business,187,"Nous avons passé un excellent moment en compagnie de nos fournisseurs. C'était une première pour moi, même si je souhaitais depuis longtemps tester cette belle adresse à Lyon.
Nous avons été installé dans une petite salle à l étage. Le service est au RDV, les équipes sont professionnels.
Bref je recommande
Bravo",avon passé excellent moment compagnie fournisseurs cétait première souhaitais depuis longtemps tester cette belle adresse lyon avon installé petite salle étage service rdv équipes professionnels bref recommande bravo,2016,5
BEATRICE D,158beatriced,2016-05-27,INCONTOURNABLEMENT LYONNAIS...,5.0,family,14,Merveilleuse soiree datant deja d'Octobre 2015// Venus a 2 couples nous avons ete choyes dans ce cadre d'une autre epoque. Tout est raffine et de bon gout/ Le chef est present et nousfait revivre un peu l'histoire typiquement lyonnaise des lieux...Paris Brest a la hauteur de nos attentes....Bref le temps a suspendu son vol le temps d'une soiree qui s'est prolongee...j au matin suivant emportee par la magie des lieux,merveilleuse soiree datant deja doctobre venus couple avon ete choyes cadre dune autre epoque tout raffine bon gout chef present nousfait revivre peu lhistoire typiquement lyonnaise lieuxparis brest hauteur attentesbref temp suspendu vol temp dune soiree sest prolongeej matin suivant emportee magie lieux,2016,5
Le Bourreau de Lyon,LyonBourreau,2016-05-26,"Du bon, du moins bon",3.0,business,356,"L'accueil est excellent, la cuisine très bonne, même si elle ne m'a pas transporté.

Entrée foie gras artichaut (j'ai adoré le foie gras chaud)
Pigeon rôti et mille feuille de pomme de terre et pomme (un peu de gras sur le pigeon, c'est dommage)
Meringue en dessert

D'adorables attentions, notamment les chocolats et guimauve en fin de repas.

Le cadre est un peu décevant, au moins celui des salons à l'étage un peu sombre le soir et un peu angoissant (plafonds bas, planchers qui craquent malgré les moquettes) mais c'est aussi le charme des vieilles institutions lyonnaises.

Plus gênant en revanche, notre mésaventure sur une bouteille de Condrieu bouchonnée qui a été très difficile à faire changer. Ce n'est pas digne d'un étoilé. 

Au final une expérience agréable pas aussi exceptionnelle que le prix du diner. 

Dommage.",laccueil excellent cuisine très bonne transporté entrée foie gras artichaut jai adoré foie gras chaud pigeon rôti mille feuille pomme terre pomme peu gras pigeon cest dommage meringue dessert dadorables attention notamment chocolats guimauve fin repas cadre peu décevant moins celui salon létage peu sombre soir peu angoissant plafonds planchers craquent malgré moquette cest aussi charme vieilles institution lyonnais plus gênant revanche mésaventure bouteille condrieu bouchonnée très difficile faire changer nest digne dun étoilé final expérience agréable aussi exceptionnelle prix diner dommage,2016,5
kalante,kalante,2016-05-26,Superbe,5.0,couples,8,"Excellent restaurant. Nous avons eu le plaisir , mon mari et moi, d'y aller pour fêter note anniversaire de mariage et ce fut un excellent choix. 
Cadre vraiment sympa, plats au gout très fin qui nous ont fait voyager. 
A essayer au moins une fois!",excellent restaurant avon plaisir mari aller fêter note anniversaire mariage excellent choix cadre vraiment sympa plat gout très fin fait voyager essayer moins fois,2016,5
Math58000,Math58000,2016-05-16,Découverte d'Exception..,5.0,business,10,"Un accueil plus qu'agréable, cadre intimiste et chaleureux, une carte originale et service plus que compétent. 
La Mère Brazier c'est un voyage au pays des sens ! Merci au Chef pour ce dîner.",accueil plus quagréable cadre intimiste chaleureux carte originale service plus compétent mère brazier cest voyage pay sen merci chef dîner,2016,5
Stephane R,raynaudstephane1966,2016-05-08,Une grande table,4.0,couples,90,"Une maison incontournable si vous êtes de passage à Lyon. 
Un menu dégustation d'une grande qualité, qui vous permet de découvrir la cuisine du chef. Un service attentif et agréable, sans être trop lourd.",maison incontournable passage lyon menu dégustation dune grande qualité permet découvrir cuisine chef service attentif agréable sans être trop lourd,2016,5
Hesperidesgarden,Hesperidesgarden,2016-04-27,Tel le phenix,5.0,none,10,"Il fallait du courage pour redresser ce monument de la gastronomie française. Il fallait du culot, pour faire revivre des émotions de bouche enfouies depuis si longtemps dans nos mémoires engourdies. Il en fallait du métier pour mettre au goût du jour des standards peut être surannés.
Mission accomplie. La belle au bois dormant réveillée par un prince charmant. Divins oeufs à l'huile de truffe, poularde goûteuse à souhait, desserts divins.
Nos invités était ravis.",fallait courage redresser monument gastronomie française fallait culot faire revivre émotions bouche enfouies depuis longtemps mémoires engourdies fallait métier mettre goût jour standard peut être surannés mission accomplie belle bois dormant réveillée prince charmant divins oeufs lhuile truffe poularde goûteuse souhait dessert divins invités ravis,2016,4
bebe1957,bebe1957,2016-04-27,restaurant très classe a faire,4.0,couples,10,"très satisfaite de notre repas tous est revisités les saveur sont respectés la présentation est parfaite le personnel reste discret tout en étant à notre disposions , dommage un peut trop de passage  vers notre table Pour ceux qui veulent salon privé !",très satisfaite repas tous revisités saveur respectés présentation parfaite personnel reste discret tout disposions dommage peut trop passage vers table ceux veulent salon privé,2016,4
