user;user_profile;date_review;title;rating;type_visit;num_contributions;review
Phil1750;Phil1750;7 juillet 2017;Rafiné, élégant, parfaite aliance de tradition et modernité,;5.0;family;17;Un cadre chargé d'histoires Lyonnaises qui a gardé le charme d'antan tout en se modernisant élégamment. Un accueil souriant, courtois mais très sobre et sans ostentation. La cuisine, garde ses bases de produits traditionnels mais est modernisée , tout en finesse, par un chef créatif et talentueux. Nous avons passé un excellent moment en famille et tous les plats étaient parfaits. Pour nous la meilleure table Lyonnaise actuellement.
OdC69;OdC69;5 juillet 2017;La très grande cuisine lyonnaise;5.0;family;62;C'est tout ce que j'aime. Une salle magnifique, un service souriant et bien veillant.La cuisine traditionnelle ne souffre aucun reproche. Qualité et quantité sont au rendez vous. Amateur de cuisine moléculaire ce n'est pas la bonne adresse. Ici on revisite les grands classique de cette cuisine qui fait de Lyon et sa Region la capitale de la gastronomie. Incontournable. N'hésitez à utiliser le service voiturier, indispensable dans le quartier. À ne pas raté : la madeleine signature du chef. Un régal.
Laverdure1972;Laverdure1972;3 juillet 2017;Délicieux repas mais Service inexcusable;1.0;business;6;"Délicieux repas, menu dégustation tout simplement exquis.... MAIS ...
Taxi demandé 30 Min. à l'avance qui n'est pas la, et même pas commandé !
Résultat une heure de perdue dans le vacarme de la Gare Part Dieu... De quoi gâcher une après midi malgré un très bon repas.... 2 jours avant même demande dans une ""Brasserie du jour"" le taxi était la en avance et le serveur est venu me prevenir"
Gourmet@michelin-NOstar;NO69005;28 juin 2017;"""Haute voltige""";5.0;friends;190;"Voici tout simplement le meilleur restaurant de Lyon !
Service exemplaire et cadre historique.
Des présentations et des saveurs tout en finesse et légèreté.
Des vins fabuleux et accessibles (si si ) pour un deux étoiles si vous prenez le temps d'être conseillé par Denis.
Bravo à toute cette brigade passionnée et attentive, fort bien dirigée par Mathieu Viannay.
Bien sûr tout cela à un coût mais quel bonheur en retour.
L'excellence à la française....bravo continuez !!!
 "
Voyageurlyonnais712;Voyageurlyonnais712;26 juin 2017;Moyen;3.0;couples;25;"Assez decevant pour un 2 etoiles. Plats en dessous de ce que l'on voudrait trouver ici, manquant un peu de relief et de saveur. Entremets tres bons en revanche.
Seul l'addition et le service sont au niveau d'un 2 etoiles. "
emmaus61;emmaus61;15 juin 2017;Que du bohneur;5.0;family;24;Manger là en tête à tête avec sa fille avec un aréopage de serveurs souriants et professionnels, quel moment! Juste un petit bémol sur mon dessert, pas immémorable, mais pour le reste tout est parfait: la salle à manger avec son décor en faïence d'époque, plus que démodé mais qu'importe,( la photo de la mère Brazier nous incite au respect), la carafe d'eau fraîche apportée sans sourciller, mon ris de veau et son petit jus de homard...j'espère vous avoir mis l'eau à la bouche
Olivier M;V876SJolivierm;8 juin 2017;Du bonheur;4.0;couples;46;Un incontournable Lyonnais, du plaisir dans les yeux et dans la bouche. Un personnel sympathique et une addition qui reste correcte pour le standing. Que demander de plus ? Si ce n'est une prochaine visite. 
Catsto;Catsto;4 juin 2017;Une table mère et fille;4.0;family;60;Un remarquable repas et un service extrêmement sympathique. La quenelle revisitée à se pâmer, le foie gras poilé et son artichaut, un régal, de magnifiques desserts sans oublier des vins surprenant. Merci pour ce moment inoubliable.
spip63;spip63;30 mai 2017;Excellent;5.0;couples;1;"Un très bon moment.
Repas excellent, service attentif, cadre très agréable.
Cela donne envie de revenir!"
Bistro G;bistrog14;23 mai 2017;Le temple de la gastronomie lyonnaise;5.0;business;16;"Quelle émotion !
Visite un lundi midi, repas magnifique et service impeccable.
Le pâté en croûte en mise en bouche est à tomber, les quenelles de brochet incroyables, l'oeuf parfait à se relever la nuit, les ris de veau mettent tout le monde d'accord ! 
L'énorme plateau de fromages peut émouvoir tout amateur.
Les petits choux ""Paris Brest"" sont si bien exécutés que, malgré la richesse du repas, ils arrivent comme un doux rafraîchissement.
Repas avec un exceptionnel muscadet ""L d'Or"" 1995, ainsi que quelques verres de vins surprenants et portos très bien conseillés.
Environ 400€ pour 2 personnes (220€ de nourriture et 180€ de boissons).
En un mot ? Magique!"
Christian B;680christianb;22 mai 2017;Incontournable;5.0;friends;78;"Passage obligé lorsque l'on visite Lyon pour la première fois, ce dîner nous laissera un excellent souvenir.
Qualité des mets, accueil, gentillesse du personnel, originalité des locaux .... 
Tout est parfait.
"
Chrystelle C;111chrystellec;12 mai 2017;Incontournable et inoubliable;5.0;friends;48;Un accueil chaleureux. Une qualité produits, réalisation, et service incroyable. Créativité et tradition. Incontournable à Lyon
Cyrille P;832cyrillep;8 mai 2017;Anniversaire;5.0;couples;14;Rien à dire juste exceptionnel ! De la mise en bouche aux desserts ! Un régal pour les yeux et les papilles ! Accords mets et vins à conseiller 
franckmargaux;franckmargaux;1 mai 2017;Restaurant étoilé à Lyon;3.0;couples;153;Nous avions choisi ce restaurant étoilé pour notre séjour à Lyon afin de pouvoir découvrir la poulette de Bresse en 2 services. Nous avons été déçu car nous sommes arrivée en avance (40 mn environ vers 19h20) et il a été impossible de prendre un apéritif car il n'y a pas de bar et l'installation des tables était en cours ... Les salles du restaurant sont un peu sombres mais agréables. La poulette de Bresse étaient très bien cuite, par contre la truffe sous la peau avait peu de goût en comparaison avec d'autre plat de grands restaurants. Déçu également par le dessert  Mousse légère de Café Jurutungo sans goût vraiment prononcé du chocolat ou du café ... Nous choisiront un autre restaurant étoilé lors de notre prochaine venue à Lyon
James;Pescalunes;29 avril 2017;Parfait ...;5.0;couples;140;"Tout était parfait dans cette vieille maison bourgeoise Lyonnaise. Nous avons appréciés la finesse des plats et la justesse des goûts avec un vin conseillé de Loire somptueux.
Un vrai moment de plaisir avec une équipe aux petits soins.
Nous reviendrons avec plaisir et merci chef"
EdNiv;EdNiv;21 avril 2017;Très bourgeois ...;5.0;none;138;"Très bourgeois, tant dans le service, le cadre ou les mets proposés au menu ""tradition"" : tout en qualité !
Une bien belle adresse. "
seb690;seb690;19 avril 2017;Meilleur gastronomique de lyon;5.0;couples;147;"Nous avons essayer cet établissement pour notre anniversaire de mariage lors d'un diner. 

Ce fut tout simplement à la hauteur de leur réputation. Nous nous sommes laissé tenter par la poulette en deux services avec sa sauce aux truffes et foie gras. Un délice déjà dans la cuisson de la volaille mais egalement dans l'équilibre de la sauce. 

Le bouillon du deuxième service est également originale avec sa coiffe feuilleté mais garde toute les saveurs d'antan. 

Je recommande egalement les saint Jacques en entrée avec des légumes au wok. Un petit goût d'Asie finement amené dans le plat. 

Enfin le pris Brest est une valeur sûre !!

La carte des vins est une véritable bible et nous avons trouvé notre bonheur dans un grand cru corton de 2011. 

Je ne pouvais donc pas passer à côté d'une recommandation qui se veut évidente tant la qualité de cet établissement est à découvrir. "
Patricia R;510patriciar;17 avril 2017;La perfection;5.0;family;59;"Dîner en famille. Ce fut une découverte exceptionnelle. On s'y sent tout de suite chez soi. L'équipe est très accueillante et nous met à l'aise de suite. Notre sommelier absolument charmant.
Les mets divins, le menu dégustation sublime. Les vins fabuleux.

Un endroit où l'on a qu'une envie : y retourner au plus vite !!"
celineetlouisb;celineetlouisb;11 avril 2017;En cuisine d'exception, dans un lieu chargé d'histoire;5.0;family;49;"Tout était parfait .... nous avions réservé pour un anniversaire la Cuisine (une petite salle à côté du bar). Nous avons été guidés par le chef Mathieu et son équipe. 
Quel beau moment en famille dans un cadre magique. 
Nous avons appréciés la finesse des plats et la justesse des goûts ... De l'amuse bouche aux mignardises, ce fut un festival de saveur. 
Tous ces plats ont été merveilleusement bien accordé avec une superbe sélection de vin. 
Un régal. 
À tout bientôt. "
cuire;cuire;10 avril 2017;Parfait;5.0;couples;282;Un diner magnifique dans un lieu chargé de l'histoire de la gastronomie lyonnaise. Nous avons diner dans un des petits salons, à l'étage. tout a été parfait: l'accueil, nos souhaits ont été exhaussés et la cuisine à la hauteur de la réputation de Mathieu Viannay. Le personnel exceptionnel du maître d'hôtel à la jeune serveuse en passant par le sommelier. Vraiment au-delà de ce que l'on peut attendre d'un établissement de cette classe. Une très belle soirée. Merci à toute l'équipe de ce monument.
Candide;oliviam448;8 avril 2017;La perfection .;5.0;friends;110;Une fois de plus . La perfection était au rendez vous . MAis cette fois ci , un niveau où tout est harmonieux de l'accueil à la cuisine . 3 étoiles largement mérité entre le lieu , la cuisine raffinée , et le personnel . Un très grand moment . Merci 
Ivan L;blavaux;18 mars 2017;Une très grande Maison;5.0;friends;7;"J'ai eu la chance de déjeuner à de nombreuses reprises chez ""La Mère Brazier,"" orchestrée par Mathieu Viannay et des cadres de haut niveau, durant ces dernières années et je ne peux que féliciter le travail réalisé par cette équipe très professionnelle.
Chaque repas a été un moment de pur bonheur à tous les niveaux. Personnellement, je pense que ce restaurant est l'une des plus belles adresses de France. Je ne serai pas étonné  de voir briller, à nouveau, dans moins de dix ans, 3 belles étoiles au dessus de cette institution mythique et emblématique de la ville de lyon."
Restaurant d'une très grande...;/ShowUserReviews-g187265-d718686-r470043577-La_Mere_Brazier-Lyon_Rhone_Auvergne_Rhone_Alpes.html;18 mars 2017;Restaurant d'une très grande...;5.0;No information;0;"Restaurant d'une très grande qualité, autant dans l'assiette que par le service très pro et soigné.
Les plats étaient très goûteux et cuisinés avec d'excellents produits,
Toute l'équipe est très agréable, bref, à refaire dès que possible."
Catherine D;T8301REcatherined;17 mars 2017;Repas d affaire;4.0;business;25;"Cadre superbe avec une multitude de petites salles permettant de conserver l intimité des convives 
Parfait de la mise en bouche aux mignardises 
Noix de St Jacques rôties et ses asperges un délice 
Porc noir de bigorre... manque un peu de jus dommage 
Madeleine tiède au miel et se glace fromage blanc à tomber
Pour finir déclinaison chocolat mousse café et sa glace au café un grand final 
Merci pour ce bon moment "
Douczka;Douczka;17 mars 2017;À découvrir ou redécouvrir absolument;5.0;couples;77;"Ces quelques lignes pour remercier et féliciter cette magnifique brigade. Le service est également exceptionnel. Nous avons découvert un lieu d'excellence et de raffinement. Mathieu Viannay nous a fait voyager dans un monde de haute gastronomie.

Nous reviendrons très prochainement titiller nos papilles dans ce lieu magique.

MERCI

Vanessa et Marcello"
barbaralaharpiste;barbaralaharpiste;16 mars 2017;gastronomie par ici!;5.0;family;17;Un endroit magnifique, ou histoire culinaire et gastronomie s'entremêle!   Nous y sommes allés pour le déjeuner ,  et rien à dire!  juste  un petit plus pour l'araignée de mer  et la madeleine au miel!  n'hésitez pas!  et service au top bien sur!
Très belle table pour un très...;/ShowUserReviews-g187265-d718686-r751545219-La_Mere_Brazier-Lyon_Rhone_Auvergne_Rhone_Alpes.html;15 mars 2017;Très belle table pour un très...;5.0;No information;0;Très belle table pour un très bon rapport qualité prix. Nous ne pouvons que conseiller ce restaurant gastronomique sans aucune réserve.
Luciendu38;Mohammed-du-69;15 mars 2017;Dîné de luxe;5.0;solo;595;Bonsoir j'es passer un agréable moment d'en ce restaurant 🍴 de haut de gamme le prix est abordable mais j'ai vraiment bien ème ça 
White4chocolate;nicolasl725;15 mars 2017;La rencontre de la tradition et du modernisme...;5.0;none;31;"Dans ce lieu historique de la gastronomie lyonnaise, les plats allient à la fois tradition et modernité... Le ris de veau et homard est un véritable délice...
Le service est impeccable et s'adapte à vos envies...
Bref une expérience haut de gamme à faire une fois dans sa vie..."
The best meal we've had in...;/ShowUserReviews-g187265-d718686-r750847730-La_Mere_Brazier-Lyon_Rhone_Auvergne_Rhone_Alpes.html;12 mars 2017;The best meal we've had in...;5.0;No information;0;The best meal we've had in our three trips to France.  Detailed, expert, friendly service.  Beautiful, superbly prepared, delicious food.  Delightful, peaceful atmosphere.  Amazing wines.  Everything just perfect from start to finish.
sandrine l;sandrinel334;11 mars 2017;que de belles surprises;5.0;friends;145;"Nous avons pris un menu ""surprise"" que le chef nous a concocter
que de saveurs ! le crabe aux saveurs exotiques est magnifique tous les plats ont été une belle découverte et une pure merveille.
toutes la attentions sont là.
 les pains sont merveilleux avec un très grand choix, le pâté route en apéro étant très délicieux le plateau de fromage magnifique et le dessert aussi. 
très belle présentation des plats.
je vous le recommande vivement qui plus est le cadre est d époque : très beau"
alex-provence;alex-provence;10 mars 2017;Fabuleux;5.0;friends;53;Lorsque la tradition est réinventée à chaque plat tout en lui conservant son authenticité dans un cadre chaleureux avec un personnel attentif. Une belle adresse 
jackie D;jackiedd2014;5 mars 2017;2 étoiles de trop!;1.0;couples;9;"Étant amateurs de haute gastronomie, notre déception était totale!! N'oublions pas qu'il s'agit d'un 2 étoiles... pour commencer ""le voiturier""! Plus occupé à son téléphone qu'à nous accueillir et d'ailleurs nous avons demandé de suite à l'entrée si c'était bien lui car rien ne le laissait présager!
Cadre très joli où nous avons été placés dans un petit salon pour notre anniversaire mais une attente de 15 minutes sans même un verre d'eau!
Étant aussi amateurs de Gin tonic, nous en avons pris 2 différents que nous connaissons bien. Aussi une attente de 10 minutes... Les 2 sont servis avec 1 rondelle de citron... un minimum serait de les servir correctement et de les connaître!
Arrive une mise en bouche... un pâté en croûte!!! La finesse commence bien! 
Nos entrées dont la mienne que j'attendais avec impatience vu le mélange ""terre mer"": galette de blé noir, huître, andouille et caviar.
Assiette déstructurée, une crêpe pliée en 4, aucune finesse, aucun travail digne d'un 2 étoiles!
L'artichaut de mon mari n'était pas plus élégant! La suite n'était pas plus réjouissante avec en prime un homard pas cuit!
Le tout est juste digne d'une petite brasserie de quartier sauf le prix!!!
Sachant qu'il s'agit d'un restaurant 2 étoiles, nous attendons mieux d' un chef meilleur ouvrier de France et d'un service des plus déplorable!Aucun geste commercial de notre anniversaire, de cette longue attente, du mauvais service et de ces plats sans saveur!
Merci mais non merci!
Petit conseil, passez votre chemin!!!!"
Elo-Blondine;Elo-Blondine;4 mars 2017;Truffement bon;5.0;couples;43;"La classique araignée de mer en entrée est simplement divine! La poularde de bresse demi deuil est truffée à souhait, le parfum est divin; attention c'est en deux services : il vaut mieux avoir de l'appétit! Les amuses bouches entre chaque plat depuis l'entrée jusqu'au dessert sont succulents (on pourrait avoir des doggie bag!?) Bref c'est délicieux, copieux et pour couronner le tout, le service est simple, très sympathique et rudement efficace. Dès qu'une envie pointe le bout de son nez, elle est assouvie par les serveurs attentifs. Le petit truc en plus, du beurre Bordier pour accompagner le repas. 
Au top les gars! Merci :) 
Pas de commentaire sur les prix, ils sont clairement affichés sur le site internet. Concernant les boissons, on est au même niveau tant pour les prix que la qualité donc pas d'hésitation!"
bibou;pascalf281;1 mars 2017;Magnifique soirée;5.0;friends;4;"Toujours au top. Une cuisine fine et en nuances. Des vins très bien choisis. 
Un repas excellent !
Une réputation qui n'est pas usurpée. La visite du chef en fin de repas a conclu en beauté cette soirée. "
PhB69;PhB69;28 février 2017;Excellent moment;5.0;couples;72;"Nous avons passé un très bon moment dans ce restaurant. Les plats étaient raffinés, très bien présentés. 
Beaucoup de petits ""bonus"" viennent agrémenter les plats principaux : amuse-bouche au foie gras, mignardises, pré-dessert succulent avec une petite madeleine tiède, chocolats de la maison Bernachon, guimauves...
Les vins étaient à la hauteur. 
Le service était tout à fait agréable également. 
Bref, un restaurant qui mérite ses deux étoiles. "
Jean-louis B;jeanlouisb462;19 février 2017;Saveurs un peu éteintes;4.0;couples;189;"Nous connaissons la Mère Brazier et nous nous attendions en cette soirée de Saint Valentin à ressentir le frisson de la grande cuisine . Manque d'inspiration ou recherche de la facilité, le menu proposé nous a paru manquer un peu de cet engagement en cuisine qui fait les grands plats et les grandes saveurs . Et ce ne sont pas caviar et truffe qui le remplacent !
D'où notre relative déception."
Beren69;Beren69;19 février 2017;Parfait;5.0;couples;7;Une succession d'enchantements dans l'assiette, des vins au top un encadrement à votre disposition mais sachant se rendre invisible. 
popoisator;popoisator;17 février 2017;Franchement à la hauteur;5.0;none;54;"Voici un 2 étoiles abordable à la hauteur.
Ce restaurant est très vivant, au pied de La Croix rousse, bénéficie d'un cadre chaleureux.
Les plats sont originaux et succulents.
La mise en bouche, et les mignardises n'arrêtent pas.
Une palette impressionnante de différents pains à disposition.
Avis aux gourmands qui aiment le raffiné.
Tout ça avec des prix très raisonnables. "
Carom14;Carom14;14 février 2017;Parfait;5.0;couples;104;"Un établissement formidable. Une cuisine raffinée et originale. Un service irréprochable. Une carte des vins parfaite!
Bravo "
SingleMets;SingleMets;10 février 2017;Digne des plus grands.;5.0;family;16;"Excellente adresse à Lyon. Cuisine juste et raffinée et d'une (très) grande gastronomie.
Le service et le cadre est également excellent.
Aucun reproche.
Bravo !"
Laetitia;Laeti69290;10 février 2017;Excellente soirée;5.0;couples;845;"Dîner en amoureux, nous avons choisit cette institution.
Quel bon choix. Tout était parfait: de l'accueil professionnel mais pas trop guindé, aux choix des plats, à la présentation, aux différents conseils et bien sur aux succulents plats que nous avions dans nos assiettes.
Dès que nous le pourrons, nous reviendrons dîner dans cet excellent restaurant."
JYRL31;JYRL31;4 février 2017;La tradition gastronomique par excellence;5.0;family;321;"Une institution dont le succès est mérité. Ces deux macarons au Michelin ne sont pas volés. Bon confort dans la salle au rez de chaussée offrant un peu plus de lumière extérieure que les autres. 
Service de qualité, très attentif. 
Cuisine parfaite et belle présentation des plats. 
Seul inconvénient : c'est très cher ! Trop cher."
domi3953;domi3953;2 février 2017;Délicieux et très fin repas;5.0;couples;59;"Nous avons dégusté un classique de la maison: l araignée,  un vrai bonheur 
Puis la sole farcie aux algues et coquillage avec sauce caviar, exceptionnel 
Le tout avec un service d une grande gentillesse 
Ce restaurant dispose de plusieurs petites salles,  Intimité assurée "
minachat;minachat;30 janvier 2017;une belle maison;5.0;couples;64;"le grand classique gastronomique de lyon , un bel endroit , un monument .
2 étoiles au guide michelin , la troisième est certainement très proche .
tout est parfait , le service le cadre les plats rien à redire ."
Laurent L;LLZ1965;26 janvier 2017;Dîner business;5.0;business;10;"Dîner parfait dans un des petits salons à l'étage, formule parfaite pour un déjeuner ou dîner business.
Table de très haut niveau (nous étions 6 à table et tous très positivement impressionnés), service pro et efficace avec beaucoup de style.
Menu accord mets et vins particulièrement équilibré avec de très belles découvertes de nombreuses régions (7 au total !).
Bravo une excellente soirée et un rapport prix/plaisir de très haut niveau."
Mark A;R7562NBmarka;20 janvier 2017;Une belle suprise;4.0;couples;218;C'est un endroit plein de charme, propice pour découvrir la gastronomie lyonnaise. Les plats s'enchaînent comme les surprises ô combien agréables au palais. Nous avons particulièrement apprécié les verres de vins (choix assez large) pour chacun (ou presque) des plats que nous avons dégusté. Tout était parfait mais une petite remarque tout de même sur le service de table (non pas qu'il ne soit pas professionnel) : nous aurions préféré avoir moins de serveurs (nous avons dû avoir 5 serveurs différents au moins) et donc, plus d'attention et de personnalisation dans l'accueil. Cela étant, c'est un restaurant remarquable.
alinedig;alinedig;19 janvier 2017;Une institution lyonnaise ! Il faut y aller au moins une fois !!;5.0;couples;6;Je n’étais pas retournée dans ce restaurant depuis des années et je n’ai pas été déçue ! Ce lieu historique n’a pas volé sa réputation. Le personnel est attentif et expérimenté (mention spéciale pour le maitre d’hôtel) et les plats sont raffinés a l'extrême : c'est une véritable expérience gustative et visuelle ! Tout est très maitrisé et les prix sont justifiés vu la qualité des plats et des produits. A ne pas râter !!
marie g;728marieg;5 janvier 2017;Parfait de A à Z;5.0;couples;27;"Nous n'étions pas revenus dans cette institution lyonnaise depuis l'époque de madame Brazier. C'est toujours un ravissement : un service irréprochable , une cuisine lyonnaise raffinée comme nous l'aimons et une variété de vins au verre correspondant parfaitement à chaque plat. Nous recommandons particulièrement les riz de veau. 
A ne pas manquer si vous passez à Lyon. "
Célia;celiafrl;5 janvier 2017;Très bonne expérience !;4.0;family;41;Très bonne expérience. On retiendra le pain de brochet et surtout le dessert choux praliné façon paris brest, tout simplement divin. Personnel très serviable et sympathique. Seul bémol, une carte des vins un peu cher et une salle ambiance bistro un peu loin d'un 2 étoiles. A refaire sans hésiter!
Moniquecler;Moniquecler;5 janvier 2017;L'une des plus belles tables de Lyon.;5.0;couples;14;"Très belle adresse, certainement l'une des plus belles tables de Lyon.

La cuisine est maîtrisée, avec de la créativité mais pas d'excès de zèle.

Les petites attentions qui jalonnent le repas comme la petite Madeleine chaude sont typiquement le genre de détails qui rendent un repas gastronomique de qualité encore plus agréable, et ce restaurant semble l'avoir bien compris.

La carte évolue régulièrement mais depuis ma première venue, la qualité demeure intacte.

Assurément un incontournable de la gastronomie lyonnaise, et un bon moment quelle que soit l'occasion (affaires, détente, célébration)..."
agnaz69;agnaz69;4 janvier 2017;Agréable moment ....;5.0;business;33;"Une institution au centre de Lyon ou le service et la cuisine y sont très soignés. Ambiance cosy et feutré, le restaurant a été magnifiquement restauré.
Remerciement tout particulier au responsable de salle pour la visite de l'établissement en fin de repas qui nous a fait très plaisir "
Nan;nanoubis12;3 janvier 2017;Un peu déçue;3.0;family;129;"On a attendu d'avoir une occasion à fêter pour venir dîner dans cette institution. Premier contact : un voiturier qui, au lieu de vous accueillir avec le sourire, se contente de vous expliquer qu'il faudra le payer ( à priori quand on utilise les services d'un voiturier on laisse toujours un billet en partant, pas besoin qu'on nous le demande !). Ça refroidit comme accueil, on connaît des établissements où les voituriers sont plus accueillant. 
Nous prenons les menus classiques parce qu'ils conviennent à toute la table. L'artichaut foie gras est particulier, il faut vraiment prendre tout ensemble pour que ce soit bon. La farce de l'artichaut mériterait à mon avis d'être revue, elle n'est pas très heureuse et n'apporte rien au plat. Bon point pour la caramélisation citron du foie gras. Le pain de brochet est fabuleux, c'est un vrai grand plat parfait qui mérite le détour. La fine couche de pain croustillant sur le brochet est une invention de très grand chef. Le ris de veau et son celerisotto n'a rien d'exceptionnel, c'est assez quelconque, on peut s'en passer. Le déssert en revanche, à savoir les petits choux façon Paris Brest est superbe.
C'est donc un chaud froid pour ce repas, hélas agrémenté par un service d'une longueur exaspérante ( arrivés à 20h30 reparti à minuit passé ) et des odeurs de transpiration d'un membre du personnel. 
Au final une déception pour ce repas que nous attendions depuis longtemps. Je pense que les plats à la carte sont bien mieux mais je les trouve totalement hors de prix. Je préfère mettre un peu plus et retourner chez Bocuse ( même si je rate sûrement quelque chose et notamment les œufs coque aux truffe que j'ai vu passer et qui avaient l'air divins ).
Pour résumer du bien et du moins bien mais j'aurais aimé que dans un deux étoiles il n'y ait que du bien."
matilde NC;matildec668;28 décembre 2016;Agréable découverte de cette institution lyonnaise !;5.0;friends;647;J'ai découvert ce restaurant hier soir lors d'un dîner entre amis. À notre arrivée nous avons pu laisser notre voiture au voiturier . Une fois rentrés dans le restaurant nous avons eu une table tout en haut comme si nous étions dans les combles il faisait bien chaud moi la frileuse que je suis j'étais très contente. Puis d'être à ce niveau sa donnait un côté cosy cocooning. Le maître d'hôtel était vraiment très sympathique à la fois complètement dans son rôle mais avec une petite touche d'humour j'ai aimé car sa décoince un peu le côté guindée des gastros. Personne à la table n'a pris des menus. Moi j'ai choisi là ventreche de thon mon conjoint le pain de homard une amie les œufs à la coque aux truffes son mari le bœuf et leur enfant la poularde de blessé servis à table et découpée par le maître d'hôtel et servis dans l'assiette. Sa en jette de voir cela sous nos yeux. Pour ma part mon entrée était divine très bien assaisonnée c'était très bon je n'ai pas pris de dessert car le long du repas est accompagnée de mignardises à la fois salée au début puis sucre sur la fin et puis avec les repas de fêtes en ce moment j'étais un peu à la diet. En tout cas pour ma part j'ai vraiment bien aimé cet endroit le cadre le personnel et la nourriture puis à la fin la venue à la table du chef Mathieu le célèbre MOF venir nous parler de ses plats c'est juste le gros point positif car il vient et on sent que ce n'est pas forcé c'est naturel et il nous en parle avec passion. Bravo monsieur vous êtes vraiment digne d'un MOF  
Alain M;alainm888;28 décembre 2016;Les goûts et couleurs !;3.0;family;31;"Nous avons réservé le 1er décembre pour menu découverte (6 personnes)
Anniversaire de ma fille
Lieu historique très agréable 
Personnel de salle expérimenté et attentionné..
S agissant du menu, 4 personnes parmi nous n ont pas été transportées par certains (riz au lait et gelée de coing ..) choix du chef pâtissier.
Autre bémol : le début du service .. trop long ... 

"
gary42_12;gary42_12;28 décembre 2016;Déçus;3.0;business;13;"Déjeuner dans la premiere salle, face aux cuisines:  Bruyant. Un menu sans originalité; mélanger foie gras et artichaut...glups!!Dans l'artichaut , la surprise, du riz et pour suivre, un mini celeri rave avec ...., Du riz; Le même!!!!!!Ohhh, Je n'ai pas d'étoiles mais je fais mieux... et pour moins cher. 
Compter 500€ à la carte pour 2"
Chtite-Gone;Chtite-Gone;15 décembre 2016;Splendide;5.0;none;25;"Excellent. 
Tout ici est à la hauteur de la réputation de l'établissement.
Tout est maîtrisé, du service personnalisé en une seconde, au repas d'une finesse exquise, aux vins divins. 
Il fut très agréable de pouvoir parler avec Le Chef et de faire le tour du restaurant en fin de repas. 
Mention spéciale au personnel qui a su être des plus attentif.
Je recommande vivement et à très vite "
TRN33;TRN33;14 décembre 2016;soiree magnifique;5.0;couples;66;"L'une des plus grandes tables de Lyon
Cadre deal pour cpl... Pieces avec 5 tables
Personnel tres atttentionné, et prix raisonnable pour cette grande adresse.

Carte des vins : un regal a decouvrir"
HB-JLS;HB-JLS;12 décembre 2016;Un classique à ne pas rater;4.0;friends;259;Malgré des prix très élevés, justifiés par les produits, c'est un incontournable à Lyon. Le pain de brochet (sorte de quenelle) est redoutable. Le sommelier (MOF) vous conseillera admirablement bien tout au long du repas.
100christiano;100christiano;7 décembre 2016;une référence a lyon;4.0;friends;145;le talentueux cher Mathieu Viannay, s'installe durablement dan la qualité du restaurant la mère brazier. son pâté croûte primé au dernier championnat du monde de paté croute 2016 a Tain l'hermitage, ses cuissons toujours parfaites , le service attentionné mais pas guindé, la carte des vins remarquable, c'est assurément une des meilleurs tables lyonnaises.et surtout un chef qui ne se prends pas pour une star , c'est aussi tres agreable.
ludovic r;ludovicr376;5 décembre 2016;le top;5.0;couples;1;"Une des grandes tables de Lyon.
Service impeccable quoique parfois un peu trop présent. 
Une carte des vins splendide et une cuisine d'un classicisme subtil et maitrisé. 
"
BriP91;BriP91;3 décembre 2016;Restaurant et service excellents;5.0;family;40;"Tout était parfait pour cette soirée en famillle : Salle réservée sur mesure car nous avions un petit de deux ans et demi, Accueil (avec voiturier) et service de grande proximité en restant dans la discrétion, Cuisine et présentation excellente, une carte des vins remarquable....et le petit de 2,5 ans considéré comme un convive à part entière.
Tout dans l'élégance et la discrétion....une soirée parfaite, inoubliable qui se termine avec la visite du chef. Nous recommandons vivement cette adresse.
Merci au chef Matthieu Vianney et à tout le personnel."
Dimitri K;571dimitrik;29 novembre 2016;A faire et à refaire;5.0;family;12;Pour mon premier 2 étoiles, j'ai été ravis tout y est superbe avec un service et une cuisine délicieuse. Le petit plus Mathieu Viannay viens nous voir à la fin du repas pour s'assurer que tout était parfait.
Kalois;Kalois;27 novembre 2016;Classe;5.0;couples;573;"Une première pour nous deux.
Un très beau moment partagé de A à Z.
De l'accueil à notre départ, tout a été parfait.
Le menu a 100 euros était vraiment bon.
Une vraie référence gastronomique sur Lyon.
Nous essaierons d'y retourner !
"
olivier r;olivierr890;18 novembre 2016;Une réputation méritée;5.0;business;13;"Avec une telle réputation il faut être à la hauteur des plus jeunes restaurants qui grignotent les étoiles les unes après les autres ! Et c'est le cas. Tout d'abord un service de voiturier dans l'étroite rue Royale, chapeau ! Accueil quasi protocolaire par une haie de 4 personnes. Entrée dans un salon de 4 tables, agréable, cadre un peu chargé mais chaleureux. Ensuite on déroule : une personne pour l'eau, une pour le menu, une pour relever la nappe quand on s'absente, une pour le pain, l'amuse bouche... mais combien sont-ils ??? et pourtant tout cela avec beaucoup de discrétion et de simplicité, sans mouvement inutile.
Dans l'assiette, ca y ressemble : un déploiement de travail dans des plats ""simples"", en tous cas d'aspect. Parfaite ventrèche de thon, sublime colvert, dessert un peu en dessous. Vins en accord : avec un parti pris de ne pas déployer la cavalerie bourguignonne ou bordelaise pour faire de la place aux autres. Oui mais...
Et toujours la décontraction très pro du personnel; bravo !"
