user,user_profile,date_review,title,rating,type_visit,num_contributions,review
yoda5,yoda5,18 juin 2017,Inventif et de qualité,4.0,friends,132,"Très bonne surprise que ce diner, où nous avons choisi le menu dégustation à 90 €, avec l’idée que, dans ce type d’établissement qui affiche clairement son originalité, il est intéressant de pouvoir goûter un peu à tout et repérer un plat ou un ingrédient qui plaise particulièrement et qui pourra être choisi lors d’une nouvelle visite.  
Bien nous en a pris, car du début à la fin, ce fut un festival de découvertes et de saveurs.
N’étant jamais allée au Pérou, j’ignore si l’argile du lac Titicaca est une denrée rare et bonne pour la santé ou si les chips noires de quinoa noir sont aussi courantes là-bas que les Vico ici. Ce que je sais, c’est que chaque plat (présenté dans ce menu sous forme de bouchées-portions, de taille suffisante vu le nombre de plats) est une explosion de saveurs inattendues et très maîtrisées du début à la fin, avec, en particulier, une progression très douce dans la force des piments. Les jeunes femmes au service accompagnent agréablement les convives, en expliquant de façon pédagogique la présentation des plats et des produits qui les composent, ainsi que les liens entre la recette et les us et coutumes peruviens. C’est très réfléchi, très construit, avec la juste dose de storytelling pour qu’on adhère à cette cuisine, et les clins d’œil qui aident à ancrer le lieu en mémoire : ahahah la pomme de terre en poudre à aspirer à la paille, présentée comme un rail de cocaïne, de quoi jouer -sans risque- au narco-traficant péruvien ; bien vu le dessert, une construction très élaborée de glaçon au girofle, bergamote, grains de maïs craquant, ganache au chocolat saupoudrée de cacao, le tout surmonté d’une petite croix en chocolat qui rappelle que dans ce pays, les rituels autour de la mort s’envisagent de façon conviviale et chaleureuse.
Le cadre est agréable, dans une salle sombre où seules les tables sont éclairées par le haut, la dimension intime l’emportant sur l’absence de forte clarté. La vaisselle est à l’unisson des plats, vraiment très originale. Le restaurant n’ouvre que le soir, c’est un peu dommage et je me demande, avec tant d’inventivité, ce que donnerait une proposition abordable au déjeuner."
Elsa M,elsamuchada,6 juin 2017,Excellent Magnifique,5.0,couples,1,"Étoile bien méritée.Une symphonie de saveurs que fait penser à une symphonie .
Accueil et service magnifiques Explications de chaque plat et de chaque ingrédient avec beaucoup de précisions Je Le souhaite une grande réussite"
Guillaume010683,Guillaume010683,5 juin 2017,Très jolie découverte,4.0,none,12,"Nous avons testé cette table car très intrigués de la cuisine péruvienne que nous ne connaissions pas!! Après avoir lu grands nombres d'articles suite à l'obtention de leur 1ère étoile, nous  avons poussé les portes de se restaurant pour nous faire notre propre avis. 

Une véritable découverte de saveurs avec un menu reprenant des classiques de la cuisine péruvienne et une revisite de certains mets (dont la soupe de poisson) . Des produits importés du Pérou (aloe vera, argile du lac Titcaca) avec un mélange subtil à notre gastronomie française. 
Ces nouveaux goûts sont assez prononcés alors attention aux personnes souhaitant rester dans leur ""zone de confort gustative"". 
La sélection des vins est correcte mais nous aurions préféré un peu plus de vin de la bas
Le service est très bien et chaque plat est bien expliqué (pensez à demander le menu afin de repartir avec le descriptif de vos plats) 

Le seul petit bémol serait peut-être la salle qui était plongée dans une pénombre un peu trop prononcée. 

"
Let_Fanfan,Let_Fanfan,12 mai 2017,Merveilleux voyage culinaire.,5.0,friends,215,"Une magnifique découverte. Menu Nazca : Une explosion de saveur à chaque plat, des saveurs inattendues. Cuisine de  grande qualité. Un voyage dégustatif, une véritable invitation au voyage. La cuisine est créative et raffinée. Quelle belle surprise. Merveilleux voyage culinaire. Découverte de nouvelles saveur qui nous ont enchantées. Un service discret, impeccable et efficace. Merci de ces belles saveurs.
Bravo au chef et à son équipe"
Laurent C,LaurentC447,30 avril 2017,Innovant et très bon,5.0,friends,20,"Très bon... l'étoile est méritée ! Merci pour ce dîner.

Excellent rapport qualifié prix pour ce restaurant qui nous a permis de faire de belles découvertes gustatives... nous reviendrons avec plaisir !"
sylvie c,sylviec148,26 avril 2017,nous avons fait un excellent voyage,5.0,couples,81,"La soirée reste effectivement un peu chère mais combien nous aurait couté le voyage en avion ? 
Les plats sont ciselés, marqués  et que va -ton chercher d'autre dans un gastronomique étranger ? 
Merci pour cette soirée."
Spatz,marcgE6992NQ,23 avril 2017,La découverte,5.0,family,4,"Découverte d'une cuisine particulière.tres aériennes et subtile .la joue de bœuf est exceptionnelle et que dire des rails de ....et sa soupe de poisson.et le ceviche ......
Une expérience que nous avons adorée ."
Jérôme V,194j_r_mev,22 avril 2017,Un voyage extraordinaire au Pérou,5.0,couples,5,"En 2 mots : allez-y 😀
Un accueil convivial
Un endroit chaleureux
Un service exceptionnel 
Une farandole de saveurs, d'odeurs nous a fait voyager au Pérou
Bravo au chef et à l'équipe 
La 1er étoile Michelin est largement méritée 😀👍"
thomasfournier77,thomasfournier77,18 avril 2017,Quel dommage!,2.0,family,2,"Tout était réuni pour que nous passions une excellente soirée et nous nous faisions une joie de découvrir le Miraflores.
Nous avons voulu prendre le menu dégustation : impossible car deux convives ne mangent pas de viande et le chef ne peut pas s'adapter. La maîtresse de maison nous reproche gentiment de ne pas avoir prévenu de ce régime particulier. Pourtant il est écrit noir sur blanc sur le menu que la cuisine peut s'adapter en fonction des allergies. C'est la première fois que cela nous arrive dans un restaurant de ce niveau mais soit, peut-être aurions dû prévenir (peut-être aussi le restaurant pourrait-il poser la question des ""régimes spéciaux"" à la réservation, comme c'est le cas dans beaucoup d'établissements).
Contre mauvaise fortune bon coeur, nous nous rabattons sur l'autre menu. Problème : seul un plat de viande est proposé. Nous demandons à remplacer ce plat de viande par un plat de poisson à la carte (et moins cher) pour les deux convives végétariens. On nous répond que c'est impossible, pour des raisons que nous n'avons toujours pas comprises. Nous insistons, mais sans succès. Nous nous heurtons non seulement à une totale rigidité commerciale, mais surtout au sentiment désagréable, surtout dans un établissement de ce standing, que finalement nous sommes fautifs. 
Finalement, nous sommes deux à prendre le menu, et les deux végétariens prennent les plats du menu, mais à la carte, en remplaçant viande par poisson, pour une addition bien entendu largement plus élevée. 
Cette absence totale d'adaptation nous ayant déjà bien refroidis, nous essayons malgré tout de passer une bonne soirée, peu aidés en cela par la maîtresse de maison que notre sympathique insistance avait manifestement agacée, qui ne nous a plus adressé le moindre sourire de toute la soirée, et qui a a aucun moment ne nous a demandé si tout allait bien pour nous. Heureusement sa collègue a pris soin de mettre un peu plus de chaleur dans le service. 
A la fin de la soirée, une addition élevé, aucun geste commercial, et le regret de n'être pas parti avant de dépenser beaucoup d'argent dans une soirée finalement pas très agréable.
Tout ceci est d'autant plus dommage qu'il n'y avait rien à dire sur la qualité de la cuisine et le cadre, digne des éloges que nous avions entendus sur le Miraflores. 
Bref, quel dommage : un rendez-vous manqué, et sans doute pas juste à cause des mauvais clients que nous avons apparemment été!"
Philippe M,philippemV1468ZK,13 avril 2017,Un fabuleux voyage,5.0,couples,45,"Le menu Cuzco nous a emmené dans un tourbillon de saveurs nouvelles et magnifiques. Présentations originales, cuisson millimétrée, goûts renouvelés et superbes. Un grand moment "
Erty69,Erty69,9 avril 2017,Embarquement immédiat pour le dépaysement,5.0,couples,41,"Ambiance feutrée et intimiste très agréable.
Les serveuses sont très souriantes et efficaces.
Nous avons commandé un apéritif typique puis le menu Nazca avec l'accord mets et vins.
Tout était fantastique et plein de surprise le mais violet, les chips de quinoa noir, le ceviche que n'avais jamais mangé .. superbe plein de saveur et de piquant :).
Le carré de veau était à tomber à la renverse tellement il était tendre et bien cuit dans un jus de viande excellent.
Pas convaincue pas le dessert à la fraise .. peu mieux faire! et les vins péruviens étaient une découverte n'aimant pas le rosé le verre accompagnant le dessert ne m'a pas plu mais ça n'est pas grave du tout. 
Geste commercial , on nous a offert la boisson chaude parce que nous avons eu le dernier verre un peu tard par rapport au dessert...
A refaire pour tester le menu Cusco.."
cachouperle,cachouperle,8 avril 2017,Très belle découverte,4.0,couples,338,"Dans un cadre intimiste pas plus de 20 couvert le restaurant à un cadre épuré 
Bel accueil 
Cuisine fusion franco péruvienne 
Très belles associations 
Accord mets vins top
Excellent ceviche 
À découvrir 
Très bon"
MM38300,MM38300,3 avril 2017,pas besoin d avion pour manger PERUVIEN,5.0,couples,105,"excellent restaurant , avec un très bon accueil , très beau cadre sympa et classe, tout est différents des autres très bon resto , des couverts , en passant par les assiettes , les verres l apéro typique Pérou etc....et bien sur le repas ! top ! des saveurs , des gouts que l on a jamais mangé de notre vie et en plus c est top bon! c est copieux juste ce qu il faut ! il mérite vraiment son étoile !! mention spécial aux 2 serveuses qui sont vraiment sympa et professionnelles .on y retournera car on a pas tout gouté et en matant à gauche et à droite , il faut que l on revienne gouter le reste ! bravo"
Michael F,garferLyon,1 avril 2017,Parfait,5.0,family,187,"Oui simplement parfait.
Nous avons opté pour le menu découverte. Le service est parfait.
Ce chef mérite son étoile.
Bravo à toute l équipe.
"
zeuh tof,tofz371,20 mars 2017,étonnant et innovant : un sacré repas !,5.0,couples,133,"Nous sommes y allés pour une Saint-Valentin - juste après l’obtention de leur 1ère étoile Le menu était imposé et entre l'apéritif et le vin du coup le budget a un peu dérapé (près de 260€ à 2) Mais bon on ne fête pas tous les jours ses 10 ans de vie commune ;) Le cadre est intimiste et 2 personnes assurent le service de ... 16 convives !? Sinon les plats ... juste bluffants mais pas exotiques Un équilibre avec effectivement une influence sud-américaine et des idées qui sortent de l'ordinaire tant au niveau de la présentation que des saveurs.
Bref un très bon moment !"
JPS6973,JPS6973,12 mars 2017,peruviennissime....,5.0,couples,189,"Un restaurant ""franco péruvien"" avec peu de couverts (16.., réservation obligatoire..). l'accueil est cordial et parfait. les plats sont sublimes, avec des présentations fabuleuses. le CEVICHE andin est tout simplement sublime avec une explosion de saveurs et de textures impressionnante. Ce restaurant mérite largement son étoile.. Bravo Carlos!!"
Laurent G,laurentg188,8 mars 2017,Excellent restaurant,5.0,friends,4,"Nous avons pris le menu - mignardises, entrée, plat et dessert absolument magnifique. Plusieurs textures et saveurs pour chaque bouchée. Nous avons également pris les 3 verres de vins proposé par le chef en fonction des plats.
Tout a été parfait jusqu'au serveuses lesquelles nous faisaient un petit topo sur chaqu'un des plats que l'on avait. 
En un mot soirée très agréable et parfaite. aucun regret même si le prix et un peu élevé mais le repas en valait la peine."
Gio C,Gio_SupplementBacon,4 mars 2017,L'étoile Michelin aurait du arriver avant!,4.0,couples,60,"Diner d'affaires et j'emmène mes clients dans un restau jamais testé (j'aime prendre des risques :p) mais dont j'avais déjà beaucoup entendu parler.

Le restaurant propose un savant mélange de saveurs péruviennes et européennes : si il fallait revisiter la cuisine d'Amérique du Sud en sauce française , c'est comme chez Miraflores qu'il faudrait le faire.

Des petits amuse-bouche (pains aux huiles péruviennes, pommes de terre a l'argile, chips de quinoa noir avec purée de carottes et piment jaunes saupoudrés de parmesan) pour attendre .. Et une explosion de saveur tout au long du repas.

L'entrée, quapchi et asperges, c'était bon mais le plat qui m'a moins surpris.. J'étais un peu mitigé .
Le ceviche pris par mes convives, par contre, était extrêmement bon! 

Le plat .. Une pure tuerie: le chicharron est exquis , croustillant et moelleux au même temps!
Le plat de fromages (que personnellement je connaissais pas du tout) était aussi de haut niveau, mais quand on parle des fromages du ""meilleur ouvrier de France"" il n'y a pas de surprises !

Le dessert, ""possibilité d'une île"", était frais et plein de goût.

Mention d'honneur pour le vin, absolument différent des vins français, au goût iodé et aux bouquet complexe et fruité : excellent .

Le service a été parfait, et malgré mon sens de l'humour parfois un peu ""limite "", le serveur a su jouer le jeu.

La qualité est au rendez vous, je conseille pour une expérience culinaire qui va vous faire voyager.. Par contre préparez vous a mettre le prix, le billet pour le Péru n'est pas économique ;-)"
Rémi,remicwam,20 février 2017,Voyage voyage,5.0,couples,11,"Une invitation au voyage et au partage dans une ambiance feutrée au coeur de du 6ème. on se fait surprendre à chaque plat, chaque vin et on en redemande !

Le service est discret, diligent (sans être guindé) et super aimable. La salle est intime et agréable bien qu'un peu sombre (histoire de chipoter).

Ce repas a été pour nous l'occasion de découvir une autre gastronomie. Dans chaque plat, on sent la passion qu'à le chef à vouloir partager sa culture tout en y  insérant quelques bouts de France !"
Quentin S,QuentinS312,17 février 2017,Adresse rare de gastronomie et voyage à Lyon,5.0,couples,88,"De retour du Pérou nous avons tout de suite recherché des restos péruviens sur Lyon pour pouvoir continuer à manger de délicieux ceviche. La carte du Miraflores est alléchante mais les prix pas donnés. Nous avons donc réservé ce voyage culinaire pour l'occasion du jour de l'an. Menu en 9 plats excellent, plats parfaitement exécutés et présentés de façon originale. Nous avons été ravis de retrouver les saveurs des épices péruviennes, du quinoa, du ceviche, et du chocolat 100% cacao. Un vrai délice des papilles et une évasion totale. 
L'univers du restaurant pourrait être à l'image du Pérou plus coloré et chaleureux.
Le seul frein pour y retourner plus souvent serait des prix un peu plus abordables.
Nous recommandons cette expérience gastronomique"
discoincoin,discoincoin,13 février 2017,Proche du Central et de Maido,5.0,friends,120,"Première étoile largement méritée pour ce petit restaurant péruvien. Si la cuisine n'est pas encore au niveau de ces illustres compatriote de Lima, Maido, Central ou IK, il tient largement le choc face à la mode Japan-fusion. Si il lui est impossible de trouver toute la bio-diversité présente dans son pays d'origine, le chef compense par une recherche de saveurs toujours en évolution. A faire et à refaire..."
catherine b,catherineb44,9 février 2017,un beau voyage culinaire,5.0,couples,41,"Un repas qui nous a fait voyager avec des saveurs nouvelles et inattendues.
Le menuets copieux. L'accueil impeccable."
Rule69,Rule69,2 février 2017,Trop cher...,2.0,friends,2,"Nous avons passé une soirée sympathique.
Le chef arrive à  nous faire partager son amour pour le perou mais bon....
2 menus,un à 49 euros ,l'autre à 59euros.
J'ai pris le menu à 59 euros,et j'estime que pour ce prix,manger de la truite en janvier,
Une petite portion de magret de canard,ou bien des encornets....franchement....
Ce restaurant est sympa,mais il ne suffit pas de raconter une histoire ou de dresser une assiette originale pour etre un restaurant ""gastronomique""...
D'autre part,la carte des vins est désastreuse. ...j'aurais honte de vendre des bouteilles à un prix pareil!le prix n'est pas en adéquation avec le gout.
Ce restaurant est intéressant, mais il devrait etre bien moins cher. ..."
jefmoka,jmF8067ZX,31 janvier 2017,c est le Pérou!,4.0,couples,196,"chic, clairement orienté vers la haute gastronomie dans le cadre, le service, et les assiettes, avec des produits rarement voire jamais croisés ailleurs et des vins qu'on regrette de ne pas trouver chez les cavistes français!"
EtsiL,EtsiL,1 janvier 2017,Des saveurs inattendues,5.0,family,335,"Très bonne découverte avec des saveurs inattendues. Les produits sont de qualité et le chef sait les préparer. Le service chaleureux et la salle accueillante
Un très bon moment à retenter."
Joël R R,jo_lrr,17 décembre 2016,Soirée entre amis,4.0,none,144,"Surprenant, nous avons apprécié la cuisine du chef. Un gros bémol, éviter la table à gauche en entrant. Courant d'air garanti,pas agréable du tout. Dommage..,"
CHLQT,CHLQT,15 décembre 2016,Bravo ! Merci !,5.0,couples,13,"Accueil immédiat, chaleureux, service délicat et attentionné.
Ambiance agréable, calme, musique feutrée en accord avec le thème (pas si fréquent parfois !)
Salle petite et intime discrètement décorée, lumière agréable et tons reposants. Il manque toutefois à mon goût une toile (pas trop figurative pour rester dans le ton) d'un artiste péruvien.
Côté menu, nous avons choisi Lima. Un vrai bonheur et un accord mets-vins (sélection de trois verres) parfait. Et le pisco saour en apéritif est un incontournable.
Service rapide, mignardises originales, pleines de surprise et de saveurs.
Bravo - Merci - Un moment de bonheur.
Nous reviendrons."
TheMacchabees,TheMacchabees,14 décembre 2016,Absolument fabuleux ! Une soirée extraordinaire,5.0,friends,64,"Une fabuleuse soirée entre amis ou tout était parfait. Les plats sont surprenants, originaux, beaux et délicieux. Les boissons sont tout aussi excellentes (Pisco comme bières). Le service est attentionné, de qualité, sympathique et intéressant car prenant le temps d'expliquer chaque plat. Bref une très grande maitrise, une cuisine très intéressante, beaucoup de gout, une salle chaleureuse. Nous n'avons qu'une envie c'est d'y retourner très très vite. A faire de toute urgence."
Kalen M,kalenm2015,6 décembre 2016,Repas amoureux,2.0,couples,19,"Le cadre super romantique ont à l'impression de voyager
Mais dès que qu'ont mange les mets ont redescend en flaiche une ne voyage plus la cuisson de la caille pas metrisé les saveur péruvienne n'est pas assez présente au niveau du goût même si c'est de la cuisine fusion je pense que le cuisinier doit réajuster impeut les goût"
amrp,amrp,21 novembre 2016,Une cuisine aux goûts totalement nouveaux,5.0,couples,24,A découvrir absolument. La cuisine Péruvienne est une des plus variée et gouteuse du monde. Le Chef Carlos Camino la fait pénétrer dans la cuisine Française avec beaucoup de finesse et de passion pour nous offrir des goûts et des saveurs qui nous invitent à y revenir pour toutes les connaître. Quel voyage !
LeaHenn,LeaHenn,20 novembre 2016,Toujours aussi étonnant et bon,4.0,family,166,"8 mois après notre première visite nous avons décidé de revenir dans ce restaurant afin de refaire ce délicieux voyage en terre franco-péruvienne. Nous avons de nouveau prix le menu Cusco, nous permettant de goûter un peu à tout et de nous laisser aller selon les humeurs du chef. Un vrai régal, nous avons retrouvé la classique chips de quinoa noir et le fameux ceviche mais dans des versions légèrement différentes. La plupart des plats avaient changé depuis la dernière fois et nous sortons une fois de plus ravis ! C'est certains, jamais 2 sans 3, nous reviendrons !!"
ginigoubi,ginigoubi,9 novembre 2016,"Plus qu'un restaurant, une expérience !",5.0,family,62,"Accueil et service parfaits, les serveuses ont beaucoup d'attention et savent de quoi elles parlent, tant au niveau des produits, que de la cuisine, des origines ou des vins. Les plats sont délicieux, on va de découverte en découverte, de produits, de saveurs, de présentations, etc... L'accompagnement de 5 verres de vins coordonnés au menu vaut vraiment le coup. Bref, une belle expérience, un beau voyage..."
Pierre S,18pierres,6 novembre 2016,Reservation annule,1.0,couples,35,"Nous avions réserve dans ce restaurant a 13h ce samedi et nous avons été prévenu 20 min avant que notre réservation était annule a cause d'une problème en cuisine. Nous sommes très déçu et mécontent sachant que nous venions de loin 1h de route. Ceci est relativement inacceptable d'être prévenu a la dernière minute. Dommage car notre première visite nous avait convaincu de revenir, mais c'était la dernière fois."
Flo,Floriala,22 octobre 2016,"Original mais déçue et cher, manque d'authenticité",3.0,couples,256,"Nous nous attendions à une soirée découverte explosive de saveurs avec surtout un ""voyage culinaire authentique"" du Pérou avec davantage de simplicité... ! Tel est le message en 1ère page de leur carte...Le menu découverte 90€ que nous nommerons ""menu mini dégustation"" reste curieux par la présentation mais manque de saveurs, les plats ne sont que mise en bouche ! Seul la mise en bouche du magret de canard a marqué un instant plaisir. l'atmosphère est froide et le service est surfait et prétentieux...dommage pour une telle destination culinaire qui se devrait simple... manque de naturel. L'addition reste très élevée. Nous  ne reviendrons pas, pourtant habitués des très bonnes tables. Je ne conseille pas. Nite les photos jointes sont pour deux personnes !"
Countryside01,Countryside01,22 octobre 2016,"Venu, vu, goûté ,reviendrai pas.",3.0,couples,1081,"Amoureux des bonnes tables et des découvertes, les commentaires nous avaient amenés ici.
Le cadre est sympathique et sobre un bon point.  Peu de monde pour un samedi soir, étonnant.  Menu découverte  90 euros, une bonne facon de connaître les mets d'un pays méconnu.
Si vous aimez les échantillons vous serez heureux ! Diverses mises en bouche de niveau variable  avant un ceviche excellent (attention épicé )  puis un magret superbe, disons que la vue est supérieure au goût ce qui est quand même dommage pour un repas. ..
Service attentif mais un peu pontifiant, et parfois étonnant ! Vous redemandez une cuillère à café d'huile pour finir votre pain (pas très bien décongelé) c'est NON...
Vin excellent analogue à ceux du voisin chilien. 
En résumé le repas n'est pas au niveau de l'addition qui seule est très haute !"
sylvie a,890sylviea,22 octobre 2016,TRES DECU,3.0,friends,95,"C'était notre deuxième fois chez Mira Flores et avons été très déçus. Les deux plats au choix ont trop marqués (caille au sang ou poulpe....) Nous étions quatre et avons faits un choix par défaut. Le Pico sour était excellent ainsi que les amuse- bouches. Le ceviche beaucoup trop citronné nous n'avions plus aucun gout, et les deux plats moyens, le dessert était bon mais pas sublime. Les vins assortis avec les plats eux aussi pas de grande révélation, ordinaires. Les saveurs ne n'étaient pas au rendez-vous. Nous n'y retournerons pas et ne le recommanderons pas.Très cher par rapport à la qualité. Ils devraient se remettre en question car une étoile cela se travaille......."
Pekegna87,Pekegna87,21 octobre 2016,MAGIQUE !,5.0,couples,3,"une soirée en amoureux au top dans ce restaurant inoubliable. Un service adapté et une cuisine originale et excellente. 
Un des meilleurs restaurants que j'ai eu la chance de faire"
Arnaud E,415arnaude,14 octobre 2016,Touché par la grâce !,5.0,couples,16,"Il y a des moment dans la vie ou, proche de la cinquantaine, on pense connaitre beaucoup de chose et notamment d'un point de vu culinaire...  il aura suffit d'un repas pour que toutes nos certitudes s'effondrent ! Un moment de grâce et de volupté, en compagnie de mon épouse, nous a transporté dans une tourbillon de saveur et de souvenirs. Comment un repas, au depart anodin, a réussi à nous tirer une larme de nostalgie en nous transportant en Amérique latine (chili, Pérou, Bolivie, Equateur) grâce à la créativité d'un cuisinier hors norme ! On en a goûté des plats fantastiques, que soit chez Bocuse, Blanc ou autres étoilés du guide Michelin ! Mais là, mes amis, nous avons touché la grâce ! Certes ce poste peut paraître futil , mais comment ne pas partager une telle sensation quand votre âme est touché à ce point par un bonheur aussi simple ! Je vous le dis, épicurien, ne cherchez plus ! Nous avons trouvé l'adresse ultime à ne manquer sous aucun prétexte dans votre quête de saveurs et d'émotions pures, si chère à notre culture bien française ! Il reste encore des génies de l'art culinaire, bien loin des télé-réalités, capable en quelques coup de fourchette de vous mettre les neurones à l'envers ! Miraflores, 60 rue Garibaldi, Lyon 6eme... tout est dit !"
Myriam G,357myriamg,6 octobre 2016,délicieux,5.0,none,44,"Un voyage gastronomique au Pérou ! cela m'a rappelé mon voyage ! les plats sont fins, délicats et bien exécutés bien que les portions sont un peu petites... mais bon cela vaut le coup quand même "
83soniaj,83soniaj,27 septembre 2016,Évasion,5.0,couples,4,Une ambiance feutrée.  Une cuisine inattendue. Service très sympathique avec des explications claires des serveuses sur les plats proposés. Une explosion de saveurs. Nous avons voyagé le temps d'un dîner. Je recommande cette adresse.
Claire M,Y3049MKclairem,26 septembre 2016,Étonnant,5.0,friends,25,"Je ne pensais pas qu'il existait autant de saveurs encore méconnues... Habituée de cuisine du monde, nous avons découvert de subtiles alliages de textures innovantes et de saveurs toutes plus surprenantes les unes que les autres... Un gastro que je recommande vivement! "
Alexis689,Alexis689,5 septembre 2016,Aller simple pour le Pérou!,5.0,couples,2,"Passioné d'Amérique Latine j'ai eu de nombreuses fois la chance de voyager au Pérou et découvrir sa gastronomie fantastique à l'image de ce que présente Gaston Acurio (leur ""Bocuse"" national).
Non seulement le Miraflores fait honeur à la tradition culinaire du Pérou, mais la qualité et le soin apportés à chaque détail de chaque plat, l'incroyable inventivité de leur menu découverte qui se décline comme un voyage initiatique, et la très grande qualité du service (écoute et partage de la passion semblent être les maître mots); font de mon dîner chez Miraflores la meilleure expérience de cuisine sud-américaine que j'ai connue à ce jour!
J'invite tous ceux qui pourraient douter de la pertinence d'un restaurant ""gastronomique-péruvien"" à tenter l'aventure afin, sans aucun doute, de réviser leur jugement!!"
Julien C,W3815NHjulienc,4 septembre 2016,"Surprenant, excellent !",5.0,couples,1,"Pour la cuisine, le voyage est au rendez-vous et les plats sont dressés avec soin et originalité. Nous avons trouvé les plats très bons. L'accord Mets/Vins proposé vaut la peine.
Côté service, bravo. Très professionnel, avec des explications  (nécessaire) et le sourire.
Nous y retournerons."
epicure248,epicure248,5 août 2016,Dépaysement garanti,5.0,couples,156,"Ce petit restaurant intimiste de quelques tables nous a donné un goût du Pérou à travers un voyage culinaire mémorable. 
Conseil : L'accord met vin proposé est excellent, foncez les yeux fermé."
DelaVespa,DelaVespa,30 juillet 2016,Très belle découverte,5.0,couples,35,"Un repas fin et délicieux qui nous a amené au Pérou dès la mise en bouche.
Un cadre cosy et intimiste.
Parfait pour un dîner en amoureux"
dlac01,dlac01,13 juillet 2016,Un régal,5.0,couples,1,"Une vraie expérience gustative originale dans un cadre feutré. Se laisser guider par les conseils prodigués par la serveuse et déguster la merveilleuse rencontre entre tradition du Pérou et cuisine fine.
Les accords mets/vins inattendus sont à tomber.
A très bientôt on espère !"
Celine B,284celineb,17 juin 2016,Resto péruvien,5.0,couples,16,Parfait de A à Z. Il faut se laisser guider tant pour les plats que pour le vin. Et c'est parti pour une explosion des papilles. Bref à faire plutôt en couple ou entre amis.
Romain L,romainl212,4 juin 2016,Tout simplement parfait !,5.0,couples,10,"Quel dommage que la gastronomie péruvienne ne soit pas plus reconnue en France ! Ce restaurant tout simplement parfait nous a proposé un menu dégustation sublime, avec un mélange de saveurs et d'assaisonnements uniques ! 
Même le dessert, pour lequel nous avins meme le choix entre classique et originalité,et fait par le chef cuisinier en personne, est parfait ! 
Et le service, super, avec la petite touche de culture au moment des explications, le côté ludique et second degré sur certains plats, les accords mets vins parfaits ... bref un moment de gastronomie unique qui mériterait bien plus de reconnaissance ! 
Pour les diverses remarques sur les tarifs, le menu dégustation vaut largement le prix affiché, quand on voit que la plupart des matières premières sont typiquement péruviennes et donc difficiles à trouver en France à prix raisonnable ! 
Un point négatif ?? Je ne trouve pas, désolé ! 
Et pour conclure, je suis aussi désolé pour toute les personnes qui n'auraient pas encore pu goûter aux merveilles de plats et à l'accueil du Miraflores !
Merci à l'équipe "
Emma O,emmao521,10 mai 2016,Gastronomie à la péruvienne,5.0,none,166,"Insolite tant dans la présentation des mets dans uns vaisselle inédite, que gustativement. Le menu découverte nous fait voyager de surprise en surprise."
Np,Nopako,7 mai 2016,Un délicieux voyage surprenant,5.0,couples,257,"Un petit restaurant intime et feutré, à la décoration sobre et moderne, de moins de 10 tables qui vous propose un délicieux voyage au Pérou, avec élégance et raffinement. De jolis plats fusion franco-péruviens qui vous surprendront par leurs présentations, leurs produits et leurs épices : charbon végétal, poisson au citron vert, lait coco, gingembre, coriandre, pigeonneau royal, macarons à la coca, chamalow fruits de la passion, ... . 
1 grand menu à 90 euros et 2 menus à 47 et 59 euros, avec possibilité en supplément d'un accord mets-vins au verre à 49 ou 27 euros. Un prix non négligeable mais qui se mérite par un vrai travail sur les plats et l'originalité. 
Un tout petit bémol sur les vins moins surprenants qu'espéré.
Service discret, réactif, et professionnel.
Une belle expérience."
yvesnono,yvesnono,25 avril 2016,Surprenant Inventif mais un peu cher,3.0,friends,88,"La cuisine de ce restaurant est inventive agréable le service effectué par l'épouse du cuisinier est efficace, par contre comme nous étions 6 nous avons été obligé de prendre le grand menu avec les vins conseillés et à la sortie cela représente un budget élevé qui à mon avis n'est pas en rapport avec ce produit"
nicolas B,nicolasb14,7 avril 2016,Joli voyage au Pérou !,5.0,couples,21,"Nous avons tout simplement adoré !!!!

Ce ceviche est d un assaisonnement d une perfection absolue. Ne parlons pas du pigeon qui est à tomber.

Bravo"
Alain G,alaing62,2 avril 2016,Voyage gastronomique au Perou,5.0,none,1761,"Voyage au Pérou  
Resto Gastro ce qu'il se fait de mieux actuellement sur Lyon 
Tout est au top et d'une originalité égale à café sillon ou à la bijouterie. Uniquement dîner pou 15 à 18 couverts. Salle fermée par des rideaux curieuse. Ambiance un peu feutrée  mais cuisine et vins (certains péruviens) au top niveau de la gastronomie moderne qui se fait à Paris ou à Lyon. "
Boeuf_kkwet,Boeuf_kkwet,1 avril 2016,une découverte originale,5.0,couples,102,un dépaysement dans assiette tant au niveau des produits utilisés que de la présentation. une intimité préservée pour chaque table. un service de qualité.
Sylvain69970,Sylvain69970,1 avril 2016,Belle découverte,5.0,friends,24,"Que c'est agréable de sortir des sentiers battus et de découvrir d'autres saveurs, produits, accompagnements. Tres bien."
