user,user_profile,date_review,title,rating,type_visit,num_contributions,review
polopolo007,polopolo007,22 septembre 2017,superbe,4.0,family,1,merci a vs du grand art recherche gout une belle adresse dans notre region a retenir a bizntot cest sur
Laseulelavraie,Laseulelavraie,14 septembre 2017,Quel régal,5.0,couples,38,"Nous avons passé un moment extraordinaire, les vins au verre sont exceptionnels, je conseille tout particulièrement le Condrieu Domaine Christophe Blanc ! "
Junegcg,Junegcg,12 septembre 2017,Tout simplement excellent,5.0,family,882,"Nous avons passé un délicieux moment dans cet établissement où tout y est! Le service, la beauté, la qualité des plats bref de quoi régaler vos papilles.

Un excellent rapport qualité prix quand on additionne l'ensemble des mise en bouche, des prés entrées, prés dessert et après dessert.

Petite amélioration à prévoir : proposer au moins 2 rosé à la carte des vins, un seul est un peu léger pour un établissement 2 étoiles. Je confirme un commentaire également, 19€ pour une coupe de champagne ou un kir rempli à moitié c'est un peu cher, mais la aussi le champagne était excellent.

Ne pas hésiter à y retourner au fil des saisons !"
Joëlle B,jo_lleb774,12 septembre 2017,Excellent et cadre agréable,5.0,business,9,"À recommander. Accueil excellent, cuisine originale et raffinée, service impeccable et pas guindé 
Salle bien aménagée, tables et assises avec espace."
georges kaplan,217edmond,10 septembre 2017,une formidable explosion de saveur et de bonheur,5.0,couples,690,plein les yeux plein la bouche plein le cœur dejeuner dans ce restaurant n a pas de prix se donner et connaître autant de bonheur que de merveilles merci incomparable la vrai douceur de vivre
pierre c,pierrec460,7 septembre 2017,MAGNIFIQUE,5.0,couples,158,TOUT EST PARFAIT L ACCUEIL LE SERVICE LA CUISINE LA PROPRETE  les superlatifs étant dit continuons quelle explosion en bouche ces cocktails de saveur un feu d artifices de gout dans la bouche franchement c est magnifique vaut le détour vivement la prochaine fois la note honnête vu la qualité des vins servis au verre je ne ferais aucune remarque sinon que le sommelier a été super bon conseilleur je donne donc 21 SUR 20  MERCI
nbotte,nbotte,6 septembre 2017,Bon moment en amoureux.,4.0,couples,13,"Nous avons passé une bonne soirée dans ce restaurant. Cependant pour un deux étoiles j'ai été surprise par le fait de devoir attendre longtemps pour prendre de la commande et devoir se faire signaler quelques fois pour des choses dont nous avions besoin. Généralement dans ce type de restaurant on ne passe pas deux minutes sans un serveur autour. Un peu dommage également le fait de donner un carte avec les prix alors qu'il était prévu que ce soit un dîner d'anniversaire, je n'avais jamais vu ça. C'est un peu indélicat. Mais cela reste des petites remarques. 
Le lieu était agréable, une déco moderne et jolie, un chef sympathique. Nous avons bien mangé, les plats etaient beaux et bons. "
Ccb,canpeper,6 septembre 2017,De l'art tout simplement,5.0,family,31,"Que dire de plus,
De l'art du debut a la fin
Le chef est un veritable artiste
Des plats exceptionnels 
Merci"
Rudisan,rudisan-lyon,6 septembre 2017,"UN MOMENT TRES DETENDANT, UNE CUISINE PARFAITE, UN SERVICE TRES PROFESSIONNEL",5.0,none,71,"Repas professionnel pour discuter de sujets sérieux. On ne veut pas être dérangé et on veut faire plaisir à nos sens car les neurones sont en ébullition...
Le cadre est très agréable, il ressemble un peu à celui du Gourmet de Sèze, autre excellent restaurant, non très loin.
A l'accueil, l'épouse du Chef règne en cheftaine. De la classe, de l'humour, un tact impeccable. Elle a passé quelques temps en Autriche, ce sont des restes vraisemplapleeee-euh-s tes prozédüüüres tes Autrichiens! Le côté classe, subtil et l'humour, en plus! On est sauvé!
Passage en salle, service d'un excellent niveau, effacé mais présent, suivi impeccable de la table, des convives et des plats. Rien à dire, parfait.
Quant au papilles... Raffinissimement topissime! Fraîcheur, créativité artistique qui ravit les capteurs oculaires, saveurs exceptionnelles qui font frétiller les narines et pétiller les babines. Laissons le toucher et l'ouïe, on a décollé et oublié une partie de nos sens.
Il ne me semble pas avoir vu qu'il y ait une étoile... Elle est dans les tuyaux et pourrait même ne pas venir seule...
Je recommande sans hésitation!"
Yves B,yvesb889,3 septembre 2017,Un pur bonheur,5.0,none,37,"Un dîner somptueux qui nous a permi de redécouvrir la cuisine
Tout était parfait, cuisine,Acceuil et ambiance 
Si vous avez un petit budget de prévu n'hésitez pas vous serez comblés"
Cyril G,900cyrilg,3 septembre 2017,Tres bel endroit,5.0,couples,69,"Restaurant dans les petites rues de LYon qui extérieurement ne paie pas de mine mais des que l'on rentre on trouve une ambiance très agréable.
La qualité des mets est parfait ainsi que le service.
Nous recommandons ce restaurant "
Roidevincennes,Roidevincennes,29 août 2017,Très bien cuisiné,5.0,couples,35,"Nous sommes allés en amoureux un mardi soir au 9eme art et nous avons été conquis. Les plats sont très bien cuisinés, la carte des vins est très bien. C est vrai que le cadre est limite mais nous sommes en plein 6ème. J ai bien aimé le service très pro. Tres bonne adresse sur lyon, vous pouvez foncer."
laulugi,laulugi,28 août 2017,Tres bon mais cher,3.0,business,44,"Les assiettes sont tres belles mais le menu affaire du déjeuner est minimaliste . Tout est très bon mais rare , si vous optez pour ce menu vous pourrez travailler sans probleme ensuite , l estomac très léger"
Zoliv974,Zoliv974,28 août 2017,Cuisine de rêve,5.0,none,37,"Pour fêter le bac de notre fils et le permis de notre fils, nous avions choisi le 9ème art, qui restait la meilleure table que j'ai connu deux ans avant dans le cadre professionnel (merci patron!). 
Service VIP à chaque minute, beaucoup de plaisirs en bouche, des mets artistiquement magnifiques, des produits travaillés avec une grande finesse, une famille comblée de tous les plaisirs culinaires. Le personnel a été très sympathique, très souriant et a pu s'adapter ( nous avions aussi emmené notre second garçon de 11 ans mais notre dernière de 7 ans).  Un merveilleux souvenir pour notre palais, pour nos yeux. Le prix est aussi à la hauteur du restaurant et j'attendrai quelques années encore mais quel bonheur . Merci à toute l'équipe en salle et en cuisine. "
Thierrysoso,Thierrysoso,25 août 2017,Plein les yeux. ..,4.0,couples,3,"Quel régal du début à la fin....
Très bon rapport qualité prix. ..
Carte des vins intéressantes. .
Seul petit bémol le plat était juste chaud. .
Au plaisir de revenir !"
fl054,fl054,24 août 2017,excellent,5.0,couples,3,"un repas excellent , les étoiles sont largement justifiées. les mets sont préparés avec originalité et le cadre est vraiment sympathique. bravo !!"
Aiola,Aio51,19 août 2017,Exceptionnelle,5.0,none,196,"Un 2 étoile qui en vos 3
Avec un rapport qualité prix incroyable
Personnel très agréable 

C'ete avis est valable pour mes 2 visites de  décembre et juin"
remé m,75rem_m,16 août 2017,je recommande ce restaurant !,5.0,family,3,"Très bonne cuisine, un chef jeune et créatif, un accueil super.Un accueil chaleureux, un service courtois, une carte des vins très intéressante , des mets de bonne qualités rapport qualité prix correct bref je recommande ce restaurant !"
Runnykat,Goupimainsrouges,16 août 2017,Le compte n'y est pas .,2.0,couples,66,"Nous avons choisi de dîner ""à la carte ""comme nous le faisons quand nous faisons un étoilé .
1/Coupe de champagne servie à la reculade malgré un tarif à la coupe conséquent . On se f....de nous !
2/Royale de tourteau texture émulsion citron : 40€ , plat millimétré tendance actuelle , pour 2 bouchées insipides . 
3/Boeuf Wagyu'blacmore cuit au feu de bois céleri boule en croute de sel et poudre de menthe : excellent , mais trop riquiqui pour un plat à la carte à 80€ ...quand même !
4/Fromage servi en carpaccio économique pour anorexique .
5/Suggestion d'une promenade en sous bois autour de la myrtille à 23€ ,  c'est mignon à l'oeil , mais le  mélange  des textures est  tellement sophistiqué qu'on ne sent plus trop la myrtille .
Notre avis peut sembler dur au regard des 2 étoiles attribuées à l’établissement . Mais , il faut mettre en face de cela un prix : 411€  à la carte pour deux personnes, le compte n’y est pas ! Les portions étaient ridicules , c'est inadmissible à la carte et les saveurs n'étaient pas au rendez vous de nos attentes."
2204dominique,2204dominique,12 août 2017,Bambou  Thai   Lourmarin,5.0,couples,4,Hôtel. Très sympathique  chaleureux  bien placé au calme avec un parc  et une piscine naturelle  personnel au petit soin et restaurant Thai delicieux
cecile b,974cecileb,10 août 2017,Très bon.,5.0,couples,11,"Cadre:manque un peu de modernité bien que se soit neuf.
Repas excellent avec quelques petites déceptions sur certains plats. Belles presentations, raffinée, assaisonnements justes et goûts aux rendez-vous. Déçue du dessert : une soupe de pêche pour un menu a 150€ c'est un peu léger.
Service: propre, adapté aux clients si vous êtes plutôt décontracté et plein d'humour ou si vous êtes guidé ils s'adapte mais toujours très professionnel et de standing.
Bon étoilé,  Bonne expérience "
lucmettetal,lucmettetal,9 août 2017,Cuisine exception,5.0,business,6,"Des surprises agréable à chaque plat de l entrée au dessert avec un service discret et efficace
Une bonne adresse à LYON"
6marsyl,6marsyl,9 août 2017,Une balade merveilleuse,5.0,couples,2,"Une très belle découverte gustative. Tout est magnifique, de l'assiette au cadre en passant par le service efficace et discret. On a découvert de nouvelles saveurs, des mariages inattendus et des vins en juste accord avec les mets proposés, Le sommelier sait guider avec passion notre choix . On l'écouterait pendant des heures raconter sa passion....."
cecileklakson,cecileklakson,9 août 2017,Hummmm,5.0,business,2,"Un régal des papilles .... 
Une originalité du debut du repas jusqu'a la fin ... c'est fin et subtile : un pur bonheur !"
Mohamed Selangor,MS69006,8 août 2017,Très belle surprise,5.0,none,65,"Venez comme vous êtes.
Petit restaurant gastronomique convivial avec une carte qui fait voyager.
À l'écoute des restrictions alimentaires, très bonne équipe.
"
MatteoF69007,MatteoF69007,8 août 2017,Tres bonne adresse lyonnaise,5.0,none,87,"Une tres belle soiree gustative pleine d'originalité. Des vins fabuleux. 
Dommage pour le manque d'intimité mais cela reste une référence à lyon. bravo"
Astcld,Astcld,8 août 2017,Excellente adresse gastronomique,5.0,none,80,"Restaurant gastronomique aux mille saveurs! Cuisine raffinée, élaborée et tout ça avec de très bons produits frais! Le service est impeccable et encore très agréable. Nous avons passé une excellente soirée et nous reviendrons pour renouveler l'expérience. "
Coquillagesetcrustaces,Aurel259,7 août 2017,Une très belle experience,5.0,couples,165,"Nous avons passé une très bonne soirée. Les plats sont excellents. Le service est au top. On sent que tout est fait avec passion. Nous faisons régulièrement des restaurants étoilés, et pour nous c est l un des meilleurs que nous avons faits."
Arnaud L,Leducdubar,7 août 2017,Un vrai bon restaurant gastronomique,5.0,couples,31,"Nous y sommes allés pour l'anniversaire de Madame et n'avons pas été déçus! C'est un vrai bon deux étoiles avec de vrais risques culinaires maitrisés, nous sommes ici en de très bonnes mains que cela soit au niveau du cadre, de la cuisine et du service."
Marc Olivier R,marcolivierr2015,29 juillet 2017,Merveilleux,5.0,couples,28,"Nous avons passé un moment exceptionnel avec un accueil prodigieux par le chef, son épouse et le ensemble de son équipe.
Nous y retournerons bientôt avec d'autres personnes pour explorer toutes les richesses culinaires proposées."
stephane P,stephaneP786,28 juillet 2017,UN TRES BON RESTAURANT,4.0,couples,34,"Le neuvième art est un très bon restaurant qui mérite ses 2 étoiles
cette soirée était un cadeau pour mes  50 ans avec menu 5 plats sans les vins
je me permets quelques observations qui je l'espère ne seront pas mal interprétées: je trouve que le choix du foie gras poilé en 2è plat alourdi incontestablement le reste du menu aussi bon soit-il, rien à dire pour la suite du repas avec deux plats de poissons excellents et un dessert original; je n'ai pas été complètement  convaincu par le sommelier certes très agréable qui me conseille une demi-bouteille de meursault (nous sommes deux et avons de la route à faire ); amateur de vin de longue date je sais reconnaître un bon vin d'un vin qui a mal évolué ( ça arrive ): à l'évidence celui-ci était de ceux là mais le sommelier a usé de circonlocutions pour me faire comprendre finalement que je n'avais peut-être pas le palais pour apprécier le noble breuvage et m'a orienté vers un vin au verre plus facile pour mon palais de novice! Avouer que le vin n'était pas bon aurait été plus professionnel à mon humble avis...
Je n'ai pas été très client de la disposition de la salle avec peu d'intimité entre les différents convives
Le souvenir au final reste un excellent moment de gastronomie malgré ces petits détails qui n'enlèvent rien au talent du chef et au niveau de prestation global"
Pao6769,Pao6769,27 juillet 2017,Restaurant gastronomique moderne à tester,5.0,business,45,"Ce restaurant est une belle surprise et laisse le souvenir d'une belle expérience gustative. Les plats sont originaux dans le goût et la présentation et sont en relation avec le nom du restaurant. Chaque plat apporté est un émerveillement. Les menus 3-4 plats sont généreux et copieux, voire trop copieux. On ressort avec la sensation d'avoir trop mangé.
En revanche, la décoration du restaurant est décevante par sa simplicité et n'est donc pas à la hauteur d'un restaurant gastronomique en général et de la carte en particulier. Elle se rapproche de la décoration d'une brasserie.
Par ailleurs, le personnel manque encore pour certains de formation (oubli de servir la sauce d'un plat, hésitations, refus annoncé de présenter la composition du plateau de fromages, ...).
Ce restaurant reste cependant à tester le midi ou le soir et apporte une touche de nouveauté et d'originalité à la gastronomie lyonnaise."
Etienne B,etienneb975,26 juillet 2017,le Neuvième Art c'est du grand Art ...,5.0,friends,15,"c'est un havre de paix au coeur de Lyon, la décoration et l'ambiance nous détend 
 L'équipe en Salle est prévenante, compétente et pleine d'humour et de délicatesse. 
le conseil du sommelier est plus qu'avisé. 
la cuisine de Christophe Roure est inventive et j'ai particulièrement apprécié son St Pierre plat original et goûteux. 
je reviendrais très vite pour tester le menu Dégustation."
chambardon,chambardon,26 juillet 2017,Belle Expérience,5.0,couples,67,"Très beau cadre contemporain, une cuisine d'excellence et un service parfait. L'esthétique des plat est très agréable et il y a une vraie recherche dans la cuisine."
Laurent M,FLORENCELAURENT,25 juillet 2017,Excellent,5.0,couples,366,"Parfait du début à la fin. Le service est top les plats sont excellents 
Juste un petit point négatif je ne prend jamais de fromage et lorsque je vais dans des restaurants étoilés pour accompagner mon épouse qui en prend on me donne généralement un dessert en remplacement 
À part ce petit point tout est parfait 
À faire"
ericB69380,eriBON1964,23 juillet 2017,Une véritable œuvre d'art,5.0,family,20,"Après une visite pour un repas d'affaire en 2016, une seconde visite en famille pour un anniversaire.
De l'art dans l'assiette.
Menu ou à la carte, le choix est vaste, les amuses bouches surprenants vous mettent en appétit, les saveurs subtiles et recherchées sont au rendez vous.
Entrées, plats, les cuissons sont maîtrisées, et que dire de la présentation... les fromages excellents et les déserts légers et de grande qualité.
Un service à la hauteur, qui allie professionnalisme et un zeste d'humour.
Le chef qui vient vous voir en fin de repas, sympathique et apprécié.
Que du bonheur.
J'y retournerai c'est évident.
Bientôt une troisième étoile !"
CHAMBAR,CHAMBAR,11 juillet 2017,Nous avons envie d'y retourner !,4.0,couples,49,"Cadre contemporain sobre avec des astuces bienvenues pour le service des petites tables.
Les mises en bouche sont originales et gouteuses.;
Excellente royale de tourteau, très bon ragout de coquillages et girolles malgré une proportion trop élevée à mon gout  de ""bonnes moules"".
Carte des vins régionaux très intéressante mais il faut quand même noter  des prix élevés pour les vins au verre (Condrieu 2015 à 18 €).
Service attentif et efficace sans pesanteur."
maxabar69,maxabar69,11 juillet 2017,Délicieux,5.0,friends,7,Découverte culinaire intéressante et novatrice.  Service de qualité dans un décor design. Nous avons passé une soirée exceptionnelle.
Ghyalmy,Ghyalmy,9 juillet 2017,EXCELLENT MOMENT...,5.0,couples,131,"Nous sommes enchantés de notre dîner au restaurant étoilé ""Neuvième Art"".
Un accueil parfait, une salle sobre mais très élégante et reposante. 
Un repas d'exception, raffiné, des saveurs inédites et originales. Plus qu'un dîner, c'est une aventure gustative incroyable des mises en bouche aux mignardises. Sans parlé, du conseil du sommelier, tout simplement...parfait.
Également, ""Mention Spéciale""  pour l'équipe en salle, efficaces, charmants, souriants,  discrets comme il le faut, avec un contact attentif avec le client. Service raffiné, très professionnel mais pas coincé, ce qui nous met à l'aise pour passer un excellent moment.
Bravo à toutes et tous !!!"
X68,X68,4 juillet 2017,Magnifique !,5.0,couples,338,"Nous connaissions le Neuvième Art à Saint-Just-Saint-Rambert. Nous le retrouvons à Lyon avec bonheur. Le décor sobre et beau, le service efficace et gentil. La cuisine a évolué, moins centrée sur la présentation (mais c'est toujours très beau !) et plus sur les harmonies de goûts riches et étonnantes. Nous sommes là dans une grande maison ! Un moment de grand bonheur !"
Christian C,D3930MWchristianc,3 juillet 2017,Repas d'exeption,5.0,couples,1,"Dans un cadre contemporain , confortable,un service attentif et pointu et que dire sur la cuisine ? Nous avons eu le privilège d avoir un panele complet au travers de 9 services 
Époustouflant de l amuse bouche aux dessert 
Un grand moment où nous avons vécu des émotions fortes
Merci à toute  l'équipe"
ZOUZOU38,ZOUZOU38,2 juillet 2017,Jolie soirée,5.0,couples,34,"J'ai apprécié la cuisine aux saveurs incroyables, surprenantes mais très justes. Les mets sont copieux, et vraiment originaux. Nous avions pris le menu à 88 euros, que j ai trouve très bien équilibré et suffisamment copieux. Belle découverte, à faire sans hésiter."
letedsmith,letedsmith,21 juin 2017,A nouveau excellent,5.0,couples,37,"Comme je le pensais déjà l'année dernière, nous sommes revenu 1 an après pour re-découvrir le 9eme Art qui nous avait émerveiller la 1ere fois.
Nous avons à nouveau passé un excellent moment, notamment grâce au maitre d'hotel que nous avons suivi dans plusieurs établissements. Le personnel est nombreux, souriants et attentionnés juste comme il faut.
Concernant le repas, cela a commencé par une tartine revisité, légère et excellente.
J'ai ensuite enchainé avec une nage grenouille et fève. Excellente mais dans mes souvenirs, j'avais eu le meme plats l'année dernière (à confirmer ...)
Puis la cassolette terre/mer avec plusieurs coquillages accompagné de champignons. Là aussi excellent quoique peut etre un peu trop de coquillages différents à mon gout, j'ai eu un peu dem ale à tout reconnaitre.
Après cela, un agneau allaiton. Fondant, parfait. Rien à redire.
S'en est suivi le superbe plateau de fromage. Affinage excellent et quelques belles découvertes dont j'ai oublié le nom.
Enfin, le dessert autours de la framboise ave son soufflet chocolat/framboise (malheureusement je ne suis pas fan de l'association), le sorbet (tres tres bon, avec le vrai gout de la framboise) et la meringue (la aussi trop de chocolat à mon gout).
S'en ai suivi des mignardises que nous n'avons pas pu manger, on nous a directement proposé de nous les donner à emporter. Ravi d'avoir pu les manger le lendemain au petit dejeuner chez nous.
Et pour digerer, un rhum VSOP St-Etienne servi genereusement.
Le tout etait accompagné de vin au verre.
Seul petit bémol, le prix du champagne en apéritif que j'ai trouvé un peu excessif.

Bref, en regard du repas ce n'est pas grand chose. A nouveau un très beau et bon moment. Nous y retournerons une 3eme fois, c'est sûr !"
josgandi,josgandi,20 juin 2017,Exceptionnel,5.0,none,1,"Dîner en amoureux exceptionnel...Nous sommes venus la semaine dernière et avons beaucoup, beaucoup apprécié ce moment. La justesse des goûts, l'accord mets et vins très réussi et une présentation des plats magnifique. Tout fût parfait du début à la fin, orchestré par une équipe en salle très avenante & très professionnelle. Nous reviendrons cher Monsieur Roure, vous qui méritez haut la main ces 2 étoiles michelin."
mireille6973,mireille6973,18 juin 2017,Bien mais...,3.0,couples,3,"Nous sommes allés manger deux fois au restaurant le Neuvieme Art. Nous avons passé un agréable moment. Bon service de table et cuisine raffinée. Cependant les deux fois, nous avons eu les mêmes propositions de plats... quelle redondance pour un étoilé !!!! Énorme bémol : nous avons entendu le chef hurler sur ses employés. Quelle tristesse de voir ce si beau métier dénigré à ce point. Cela en vaut il la peine. Moi qui pensais que la cuisine moderne méritait un comportement moderne également. Déception, nous ne sommes plus au temps des négriers; avec tout le respect que je vous dois. Mais le respect chez vous, ça n'existe apparemment pas. Cordialement"
renefriand,renefriand,15 juin 2017,Superbe,5.0,business,5,"J'y ai diné pour un diner d'affaires, l'accueil était très professionnel et le repas, franchement, un des meilleurs que j'ai eu l'occasion de déguster .
Tout était parfait du début à la fin .
Le seul bémol : le service un peu long mais ce n'était rien comparé à tout ce qu'il y'avait de positif ."
Jean-Pierre M,jeanpierrem921,14 juin 2017,pas inoublable,3.0,friends,94,"un cadre quelquonque ,une présentation des plats qui veut absolment etre originale (cailloux,écorces de pins,) un ""brulot"" au milieu de la table qui réchaffe bien le verre de vin blanc....
des assiettes tres soignées, dressage millimetré, tres tendance actuelle (que je déteste)...(un morceau par ci un peu de sauce par là...)
le foie gras excellent ,la soupe de fruit de mer également meme si globalement la cuisine est (a mon gout) pas assez gouteuse
un tres bon point pour le dessert au chocolat
le maitre d'hotel est un peu obsequieux, le chef est charmant
le prix des vins est raisonnable"
mothieu,mothieu,12 juin 2017,Presque parfait !,5.0,couples,52,"Réservation par internet confirmée par téléphone. Quelques demandes faites à cette occasion qui ont été parfaitement notées et prises en compte.

Le cadre est sobre. Il manque peut-être un peu de chaleur. L'accueil compense, très sympathique. Globalement le service est très bon, un bon équilibre entre la rigueur propre à ce type d'établissement et la décontraction nécessaire pour mettre chacun à l'aise.

Nourriture sans fautes. Les assiettes sont créatives, les associations originales, les techniques de cuisson parfaites. Mais ce qui va distinguer la cuisine du chef, c'est que cette créativité, ces associations et ces techniques n'ont qu'un seul objectif : mettre en valeur un produit sans le masquer ni le dénaturer. Au Neuvième Art, le Bar a un goût de Bar. Le lait d'amande l'accompagne et ne le masque pas. C'est un équilibre plus difficile à obtenir qu'à décrire. 

Un point sur les quantités : j'ai lu plusieurs critiques ici-même de personnes qui avaient faim en sortant. Nous avons pris le menu en quatre plats, fromages et desserts. Ajoutez trois amuse-bouche, un pré-dessert et des mignardises. Je suis un gros mangeur, et je n'avais plus faim aux mignardises. Les quantités sont plutôt standard pour un gastro, voire même légèrement supérieures à la moyenne.

Mention spéciale pour l'accord mets-et-vins, avec des vins bien choisis, sortant des sentiers battus du Bordelais et de la Bourgogne.

Seul bémol hormis la déco déjà évoquée : 20€ la coupe de champagne, c'est dans les prix ""gastro étoilé"" mais ça reste à mon sens excessif. Le reste est au prix juste.

A refaire pour goûter les plats du menu trois plats.
"
BeatriceParisot,BeatriceParisot,6 juin 2017,un sans faute,5.0,family,13,"déjeuner de fête en famille, tous les gourmets présents à la table ont étés éblouis,
la cuisine était extraordinaire, le service impeccable.
très raffiné, beaucoup de recherche , belle carte des vins.
Simplement à la hauteur de ses étoiles"
Numeriks,Numeriks,5 juin 2017,Presque Parfait,4.0,friends,139,"Dîner à 4 entre amis et une bonne impression globale sur ce restaurant. Accueil chaleureux, service efficace et détendu, entrées et plats d'une extrême qualité et originalité, plateau de fromage, pas mal et carte des vins superbe malgré certains tarifs fantaisistes. Le seul point noir : les desserts, peu de saveur et aucune émotion. Allez, on recrute un pâtissier à la hauteur, on se calme un peu sur les prix de la carte des vins et le prochain macaron arrivera bientôt."
CorinneM,Corinnelyon5,3 juin 2017,Une merveilleuse découverte,5.0,family,718,"Je suis conquise ! Très bon Restaurant avec de la recherche dans les plats, un service excellent et des serveurs avec une pointe d'humour mais très professionnels. Ici pas trop de chichi c'est très raffiné et le prix est très raisonnable. Menu à 88 € Entree plat fromage et dessert ! En bref merci Mr Roux votre cuisine nous a enchanté ! "
Gerald P,taipap69,30 mai 2017,Anniversaire,5.0,couples,98,"C'est un deux étoiles qui mérite son rang...Vous savez où vous mettez les pieds..bref c'est beau,c'est bon ..."
Matouuuu,Matouuuu,29 mai 2017,Un régal pour les papilles et pour les yeux,4.0,none,48,"Je publie cet avis presque un an après être allée dîner chez Christophe Roure, mais n'en garde pas moins un bon souvenir. Le cadre est sobre - pas de nappe, par exemple- mais quand-même confortable (tabourets personnels pour les sacs des dames par exemple). Le service est un peu trop coincé, trop présent, et l'on ne se sent pas aussi à l'aise que dans d'autres restaurants comparables en gamme.
Excellent repas, avec des plats et des associations pour certaines déjà vues mais toujours retravaillées de façon très originale et surprenante. Les textures sont équilibrées et loin d'être monotones. La présentation est souvent en trompe-l'œil (mare avec nénuphar, champ bordé d'arbres, etc.).
Un hic: le café (cher, beaucoup trop cher) est un vulgaire Nespresso. Dans un restaurant de ce niveau et surtout à ce prix, on apprécierait déguster un bon café fraîchement moulu de chez le torréfacteur..."
MxmFllt,MxmFllt,28 mai 2017,Exceptionnel,5.0,couples,388,"Une soirée vraiment exceptionnelle.
Nous avons pris le menu et tout était parfait.
Service impeccable."
Isabelle R,17isabeller,27 mai 2017,Tout est juste Ici,5.0,couples,42,La qualité des produits tout autant que la créativité dans l'accord des saveurs et la présentation sont remarquables. Il y a effectivement ici l'art de faire du neuf tout en respectant la tradition de la grande cuisine française. Le service est sympathique et respectueux sans jamais être guindé. Le 2 Etoiles à ne pas manquer à Lyon. 
TOURISTE71,TOURISTE71,27 mai 2017,Incontournable à Lyon.,5.0,couples,65,"Mon mari m'a offert un bon cadeau pour ce restaurant dont nous avions entendu parlé il y a quelques temps. Et vraiment bravo pour votre accueil et votre cuisine. Des plats dignes d'une oeuvre d'art avec des saveurs exquises et qui se marient bien. Des assiettes bien présentées et copieuses. L'accord mets et vins en fonction du plat choisi est parfait avec de bonnes découvertes (même nous étant viticulteur, on a pu apprécier de nouveaux vins). Les mises en bouche sont succulentes et originales. Le yaourt au lait entier, un régal. Et un large choix de fromages.
Et les desserts, la perfection. 
La décoration est moderne et bien agencée ce qui donne un côté naturel et convivial. Et les nappes se sont pas nécessaires car on peut découvrir de belles tables.

Un grand merci au chef pour son passage, avec qui nous avons pu échanger quelques instants.
Nous reviendrons."
Frederic D,850fredericd,25 mai 2017,La plus belle table de Lyon,5.0,couples,11,"Jamais déçu une super cuisine sans artifice, des plats justes et de qualité.
Pour les amateurs de bonne table un incontournable."
Steph C,122stephc,25 mai 2017,Un régal !!!,5.0,friends,27,"Un très bon moment partagé entre amis. De l'accueil au dessert tout fut parfait. Un service efficace, sérieux mais détendu nous nous sommes sentis très a l'aise. Des plats très bien cuisinés avec des saveurs à découvrir et des présentations superbes. Un plateau de fromage excellent.
Je recommande vivement!!!"
Sisi,172sylvies,23 mai 2017,"A faire, mais ......",3.0,couples,79,"Nous attendions ce rendez-vous avec impatience  et au final un avis tout de même mitigé.  Le personnel sait vous conseiller et vous mettre à l'aise, le service était parfait. Le verre de vin trop froid a été changé Nous sommes moins fan du décor,  qui manquait un peu de raffinement.  Nous avions pris le menu aux 5 plats : mention spéciale pour les mises en bouche, originales et goûteuses,  le dessert était aussi très bon,   par contre nous avons moins adhéré aux 2 plats d'inspiration minérale et nous avons trouvé les fromages trop affinés.  En conclusion, nous attendions plus d'un 2 étoiles mais peut être à  refaire avec un autre menu"
Jean G,JeanG1518,23 mai 2017,Là vous ne pourrez être déçus !,5.0,couples,14,"Là vous ne pourrez être déçus ! Tout y est parfait...  du début à la fin ... Petit adresse petite rue , mais très belle table... Beau service... belles personnes ! des passionnés du goût et de savoir recevoir !!! Merci et bravo ! Continuez !!"
CATCAT64,CATCAT64,16 mai 2017,Restaurant très moderne de grande qualité,5.0,business,87,"C'est un cadre très moderne, au décor minimaliste, les plats sont excellents, avec une très grande recherche dans la présentation. Les légumes sont présentés sur des galets de la Loire, la viande est posée sur un os.... Les saveurs se découvrent au fur et à mesure. Le service est parfait, les serveurs sont très sympathiques. Un déjeuner au 9 ème art est un très grand moment."
Delphine M,delphinem724,13 mai 2017,Du très haut vol,5.0,couples,1,"Soirée parfaite en tout point: la qualité, la créativité des plats, leur présentation artistique, un personnel souriant, sans obséquiosité, un service irréprochable, le conseil parfaitement adapté et un maître d'hôtel plein d'humour à qui nous avons promis jeudi soir dernier de glisser un mot: ""on a bien rigolé""
Bravo et merci à Christophe Roure et toute son équipe pour cette magnifique soirée!"
Patricia G,640patriciag,5 mai 2017,Créativité arômes gastro,4.0,couples,129,"Pas déçue par cette fine cuisine créative. Pour mon anniversaire nous avons opté pour les cinq plats accord mets et vins.
La prochaine fois en revanche je choisirais plutôt une bouteille de champagne par exemple car nous avons eu du mal à supporter les ""mélanges"" de vins très bons nonobstant."
pectoman,pectoman,30 avril 2017,GRANDIOSE,5.0,couples,476,"Comment ne pas être unanime ou dithyrambique à propos de la cuisine de Christophe Roure 😋
Ce Monsieur très discret est un chef talentueux, il nous gratifie d'une courte visite afin de collecter les impressions de ces hôtes, ce qui est plaisant de pouvoir mettre un visage sur un nom.
Du début à la fin notre repas est une réussite totale tant les plats proposés sont d'une qualité exceptionnelle. 
La présentation, les goûts, les textures, les saveurs, le service, l'équipe, la vaisselle, tout est mis en place afin de satisfaire pleinement cette expérience culinaire. 
Les prix des menus et/ou à la carte sont très raisonnables pour un tel établissement ainsi que la carte des vins qui permet de se faire plaisir sans se ruiner. 
Merci encore pour ce moment ☺

Il ne manque plus que la 3e étoile ! "
