user;user_profile;date_review;title;rating;type_visit;num_contributions;review;restaurant
Arrt94;Arrt94;15 avril 2024;A fuir !;1.0;couples;75;"Je suis au regret de ne pas partager les avis favorables concernant ce restaurant, sombre et triste.
Nous avons eu une très mauvaise expérience.
Le serveur, par ailleurs souriant, était d’une parfaite incompétence.
On nous servit un onglet sans même nous demander la cuisson souhaitée et nous avons eu, après un très long temps d’attente, une viande pratiquement crue et immangeable.
Pour juger du niveau du service, nos deux voisines de table se sont vu servir PAR DEUX FOIS un dessert … avant d'avoir l’entrée et le plat commandés.
Ce n’est pas cher, cela ne vaut pas plus et c’est une honte pour la restauration lyonnaise.
A fuir !";Le Grand Réfectoire
Paris;81patr;15 avril 2024;Beau restaurant mais cuisine moins bonne qu'avant.;3.0;couples;51;Très belle salle, service attentionné mais les plats nous ont semblé moins bons que la première fois que nous y étions allés , il y a un an et demi. Déception.;Le Grand Réfectoire
FarAway19181133043;FarAway19181133043;15 avril 2024;Déjeuner;5.0;couples;8;"L'endroit est magnifique et les plats sont succulents.
Un petit bémol au niveau des toilettes : lunette cassée et pas très propres, c'est dommage. Un petit parfum d'ambiance ne serait pas négligeable. De plus, je les trouve sombre c'est peut-être un endroit à refaire.";Le Grand Réfectoire
ibcbg69;ibcbg69;15 avril 2024;Chic et Délicieux;4.0;friends;3;Restaurant chic avec un accueil chaleureux. Les plats sont délicieux et le personnel est à l’écoute et disponible. Un service rapide permettant de passer un agréable moment de partage.;Le Grand Réfectoire
Giù;Dream35742732480;14 avril 2024;Plutôt décevant;2.0;couples;21;Qualité décevante des plats. Ambiance austère le soir. Service satisfaisant. Par contre le site dans lequel est situé ce restaurant est grandiose.;Le Grand Réfectoire
Michele G;X5443RKmicheleg;13 avril 2024;Excellent rapport qualité prix;5.0;friends;1;"Salle calme. Fond jazz discret présentation des plats parfaites 
Décoration florale a l'entrée. Personnel discret et rapide";Le Grand Réfectoire
espialat5;espialat5;10 avril 2024;Excellente adresse à connaître absolument;5.0;couples;19;"Excellent rapport qualité prix et tout le personnel a été parfait . La cuisine est d une rare qualité avec beaucoup de soin dans le choix des mets et dans la présentation 
C est très équilibré : bravo au chef et à toute son équipe";Le Grand Réfectoire
Nathalie C;nathaliecN6430JY;9 avril 2024;Bonne adresse;4.0;family;1;"L'endroit est très agréable, la nourriture est excellente. 
Par contre je ne conseille pas de prendre du vin au verre ca celui-ci n'est rempli qu'au tiers.";Le Grand Réfectoire
Curious77078;Curious77078;9 avril 2024;incroyable!!;5.0;family;2;"Un cadre incroyable pour sublimé un ensemble cuisine-service impecable. Prix plus que correct.
A refaire pour un prochain passage à Lyon";Le Grand Réfectoire
Cedric_L68;Cedric_L68;8 avril 2024;Service efficace et accueil très convivial, repas parfait, beau et bon, tarifs raisonnable. Merci;5.0;family;4;Accueil très pro, le chien à été le bienvenu avec petites attentions à son égard, service efficace et très convivial, repas parfait, beau et bon, tarifs raisonnable. Merci;Le Grand Réfectoire
CHRISTIAN B;christianbU7060OQ;8 avril 2024;Papilles enchantées au Grand Réfectoire;5.0;couples;3;"bon cadeau offert à mes enfants pour noel...( bertholet )
les 3 couples ont adoré le service, le cadre et bien sûr la cuisine.";Le Grand Réfectoire
Yang S;institutshaoyang;8 avril 2024;Bien;4.0;business;2;Tres bien, juste un peu long pour payé , si non, tout va bien , le pain si ça peut être chaud c est encore mieu , cadre très joli;Le Grand Réfectoire
Frédérique E;PierreE292;8 avril 2024;Moment en famille sympathique dans un cadre atypique;4.0;family;2;"Accueil correct, service bien ordonné malgré petit couac à l'apéritif mais très vite rétabli, personnel sympathique.
Bonne cuisine. Certains plats auraient mérité d'être servis plus chauds.
Bon rapport qualité prix.
Cette expérience nous donne envie d'y retourner.";Le Grand Réfectoire
Michael F;I8522BQmichaelf;6 avril 2024;un beau moment;5.0;friends;2;"Un endroit magnifique, un super service, des équipes formidables, Bravo 
un gros gros problèmes néanmoins avec les toilettes du restaurant, un odeur d 'égouts épouvantable et une propreté qui laisse a désirer. C'est le seul point négatif de la soirée.";Le Grand Réfectoire
Brice d;487briced;6 avril 2024;Un excellent moment;5.0;family;2;Un lieu unique, une cuisine originale et soignée en partant de classiques. Les desserts, surtout les chocolatés, sont très inventifs.;Le Grand Réfectoire
Annie C;anniecI6319TM;5 avril 2024;Avis tre favorable;4.0;family;1;"Bon accueil service rapide et bon repas
Le cadre est agréable 
Nous étions déjà venu et nous reviendrons
Pas besoin de 100 caractères pour exprimer sa satisfaction !!";Le Grand Réfectoire
Julien P;B216UIjulienp;1 avril 2024;Mets succulents, cadre super, accompagnement moyen, lumière trop tamisée;4.0;family;1;Mets succulents, cadre exceptionnel. 2 bémols cependant: lumière un poil trop tamisée et accompagnement du cochon (pois chiches) à remplacer mais question de goût.;Le Grand Réfectoire
meylanos;meylanos;1 avril 2024;Assez moyen dans l’ensemble;3.0;family;35;Service très agréable mais qualité de la nourriture décevante. Volaille trop cuite mais arrivée froide / tiède. Dommage !;Le Grand Réfectoire
tiphaine t;977tiphainet;31 mars 2024;Une belle expérience;4.0;family;6;Bel endroit pour un dîner un peu spécial. Les plats étaient raffinés, le service agréable. Il semblerait que le décor ait un peu changé, où il nous a paru plus terne que la dernière fois.;Le Grand Réfectoire
Kévin b;Buiscail;30 mars 2024;Correct mais nous ne reviendrons pas;3.0;couples;10;"Lieu : magnifique 
Plats : excellent de bout en bout 
Service/personnel : très très médiocre, ça ne respires pas l’expérience et c’est bien dommage
Attente : très longue, suffisamment longue pour nous couper l’envie de prendre un dessert. 

Résumé : correct mais nous ne reviendrons plus.";Le Grand Réfectoire
Denis P;592denisp;30 mars 2024;Regret;4.0;couples;2;Dommage il ne manque que la présence du chef 😏 et le soleil des Antilles. Je suis d'origine antillaise et je retrouve parfois les goûts 👏🏽👏🏽👏🏽;Le Grand Réfectoire
cyclomap c;844vincentb;28 mars 2024;Bien agréable!;5.0;family;5;l'endroit parfait pour passer un bon moment pour déjeuner. Restaurant bien agréable!😋Bonne cuisine bon rapport qualité prix!;Le Grand Réfectoire
Jeanpaulvet;Dalloz;28 mars 2024;Cuisine folklorique qui sent les îles;2.0;couples;2;Cadre chargé d histoire mais ce n est vraiment qu un réfectoire au sens austère du propos.notre table placée dans le courant d air de Laporte d entrée n améliorait en rien l absence de chaleur de cet endroit;Le Grand Réfectoire
Patrick M;X8288FJpatrickm;26 mars 2024;plat de résistance pas à la hauteur du restaurant;3.0;family;1;"Les entrées et les dessert super, mais le plat de résistance du poulet fermier pas du tout à la hauteur, belle présentation de l'assiette mais c'est tout, c'était juste tiède, la viande était dure  et sans gout  ( une impression de viande congelé mal cuite), seul la sauce permettait de relevé  le plat. Mes frères ont eux aussi trouvé leur  plat de résistance  sans gout mais  je ne peu aller plus loin  sur le sujet.
Pour le prix du menu a 39€  on trouve largement mieux ailleurs c'est dommage car le cadre et le service sont impeccable";Le Grand Réfectoire
Pascal O;474pascalo;25 mars 2024;Cadre d’exception et sérénité.;5.0;couples;4;"Un cadre apaisant et de grande sérénité.
Proposition de plats différents dans le menu à 23 euros à mon avis. Bonne expérience.";Le Grand Réfectoire
Carole M;P109DWcarolem;25 mars 2024;À refaire;5.0;friends;1;Belle découverte culinaire et prestations à la hauteur du lieu rempli d’histoire. Petit clin d’œil pour le mur végétal;Le Grand Réfectoire
Sherpa40376494657;Sherpa40376494657;25 mars 2024;Pour un déjeuner original et de qualité;5.0;friends;1;Déjeuner très agréable avec magnifique cadre et où l’on peut discuter dans le calme avec ses convives, des saveurs originales et délicieuses.;Le Grand Réfectoire
Christopher C;christophercF1223ZZ;24 mars 2024;Un très bon dîner dans un lieu sompteux;5.0;couples;2;Un lieu magnifique, un accueil et un service impeccable et des plats raffinés et délicieux. Très légèrement cher, mais c'est normal au regard du lieu et de la qualité de service.;Le Grand Réfectoire
sylvie R;sylvier134;24 mars 2024;Le 23 mars 2024 à   12h45;4.0;couples;10;"trés beau restaurant atypique . Peu bruyantmalgrés cette trés gande salle, ce qui est agréable.
J'ai choisi un menu entrée plat et mon conjoint plat dessert.
seul petit bémol , mon conjoint à ttendu une heure avant de mangé  son plat ( puisque moi , j'avais une entrée ) .Sinon c'était trés bien; Le personnel trés sympathique.
On peut voir derrière une vitre la brigade en cuisine , ce qui est trés interressant.
Le cadre est magnifique ; On à bien mangé .";Le Grand Réfectoire
Mel;bernusm2020;23 mars 2024;Décevant;3.0;couples;2;"Décoration et ambiance pas à la hauteur des photos sur le site internet. 
Service moyen et nous avons eu l'impression d'être poussées à la porte dès 21h (arrivée à 20h). 
Cuisine qui manque de saveur et de présentation. Nous avions peut être trop d'attentes. Nous n'y retournerons pas.";Le Grand Réfectoire
BertrandB69;BertrandB69;20 mars 2024;Très belle expérience;5.0;couples;10;La cuisine raffinée et le service professionnel sont à la hauteur de ce magnifique décor. Une très belle expérience pour un dîner en amoureux.;Le Grand Réfectoire
Cindy P;cindypO925YY;20 mars 2024;Très bien;5.0;friends;1;Endroit parfait pour un dîner ou un déjeuner entre amis. Le personnel est très prévenant, la cuisine excellente. Le cadre est agréable.;Le Grand Réfectoire
julien b;86julienb;18 mars 2024;Bon , mais service très long;4.0;family;3;"Déjeuner un samedi au grand réfectoire.
Très bon service . 
Déjeuner un samedi midi : 1 seul menu a 29€ et moins pas de plats à la carte mais jusque quelques suggestions .
En revanche, le service était long , mais long …arrivés vers 12h10 , nous sommes repartis vers 14h30…..";Le Grand Réfectoire
France P;986francep;17 mars 2024;Deçus;3.0;friends;18;Plats sympas , service bien quoiqu’un peu guindé. Salle très agréable.MAIS nous avons été très étonnés et déçus lorsque nous avons utilisé les toilettes : sales et odeurs très désagréables de lieux d’aisance rarement nettoyés !;Le Grand Réfectoire
Mmj;Mobile52504917102;16 mars 2024;Grande déception;2.0;couples;2;"Cadres exceptionnel dans cet hôtel Dieu !!
Mais même si il y avait beaucoup de personnel en salle:
- personnel non seulement ne s’occupe pas des clients mais ne les regarde même pas
- personnel voyage sans cesse les mains vides comme si ils étaient perdus
- accueil ne fait que vérifier votre réservation, vous apporte à table et vous laisse. Pas moyen de demander où doit on place les veste… 
- le personnel est rassemblé au bar et discute beaucoup 
- la cuisine est sans intérêt 
- le seul qui a travaillé non stop est le bar man

En bref il nous a semblé que le personnel était des élèves d’une école hôtelière mais sans maître d’hôtel qui les dirigeait, comme si ils étaient laissés à eux même.

Une grande déception. Avec un cadre pareil il y a moyen de faire beaucoup mieux.";Le Grand Réfectoire
Pierre-Yves M;598pierreyvesm;16 mars 2024;Magnifique mais ..;2.0;friends;1;Un très bel endroit où nous sommes allés trois fois, un service excellent. La carte change souvent mais la qualité des plats est très variable, cela peut etre exceptionnel ou franchement mauvais, comme la dernière fois où les plats étaient tellement salés que personne n’a pu les finir!…;Le Grand Réfectoire
laura t;F2228IElaurat;14 mars 2024;Accueil chaleureux, repas décevant.;3.0;couples;1;"Le personnel était parfait, très serviable à l’écoute et arrangeant nous avons été extrêmement bien accueillis.

Néanmoins notre plat était froid malheureusement; ça n’était pas la première fois que nous venions manger ici mais cette fois ci les plats étaient décevant, le petit truc en plus manquais.
Nous avons quand même eu le droit à un verre gratuit en contrepartie.";Le Grand Réfectoire
Gilles M;gillesmH7053KK;12 mars 2024;Je recommande;4.0;family;1;Très bel endroit. Très bonne cuisine avec un choix de vins intéressant. Le seul bémol pour moi est le manque de chaleur du personnel, ils font bien leur boulot sans plus.;Le Grand Réfectoire
Etienne G;339etienneg;11 mars 2024;A refaire sans hésitation;5.0;couples;1;un endroit idéal pour savourer la gastronomie française, des serveurs très agréable et compétents. Vraiment je recommande!;Le Grand Réfectoire
Carole D;119caroled;11 mars 2024;boissons hors de prix;2.0;friends;5;"Nous aurions aimé avoir la note du repas. Nous n'avons pas pensé à la demander alors que la note nous a semblé, après coup, excessive.
Cela fait deux fois de suite. La note n'est jamais fournie pour pouvoir vérifier.
facture élevée au vu du menu.";Le Grand Réfectoire
Elisa V;elisavC9600YD;10 mars 2024;Parfait !;5.0;couples;1;"Super soirée dans un lieu sublime et chargé d’histoire. 
Les plats étaient tous délicieux et le personnel très professionnel. 
Un super moment et un excellent rapport qualité prix !";Le Grand Réfectoire
Jean Christophe I;jeanchrist66;8 mars 2024;Un lieu une histoire une expérience;4.0;family;46;Un nouveau très bon moment passé juste avec un bémol pour le plat de pâtes aux épinards qui à notre goût était trop sage (comme la sensation d’une voix monocorde) alors que le sauté de veau était très savoureux.;Le Grand Réfectoire
Jean F;jeanfS662WN;8 mars 2024;Cadre somptueux qui n'a d'égal que la cuisine servie!;5.0;business;1;Cadre magnifique qui permet un de donner à un diner d'affaire une touche de raffinement tout en permettant de se parler.;Le Grand Réfectoire
Anne G;P4659HVanneg;6 mars 2024;Un régal dans un cadre exceptionnel;5.0;business;10;Une très belle adresse pour un diner dans un cadre exceptionnel au coeur de Lyon. Plats inventifs et savoureux. Service au top.;Le Grand Réfectoire
Jean-Marc B;T9296DPjeanmarcb;5 mars 2024;Malgré la beauté du lieu, nous ne reviendrons pas;2.0;couples;1;"Bel endroit. Cuisine moyenne, pas exceptionnelle, service obséquieux un peu « lourd », cher pour ce que c’est. 
Accueil arrogant et exécrable à l’entrée.";Le Grand Réfectoire
laëtitia m;Laetmagg;4 mars 2024;Super experience;5.0;couples;2;"Un cadre incroyable, un service parfait, et des plats succulents .
Nous reviendrons en famille et au déjeuner pour découvrir le lieu autrement .";Le Grand Réfectoire
val;FarAway61446375581;3 mars 2024;Déception, helas..;1.0;family;7;Une expérience qui n’a malheureusement pas été à la hauteur de nos attentes. Que de “ loupés ” tout au long de notre repas.;Le Grand Réfectoire
Dad D;dadd2019;3 mars 2024;Qualité et prestations en baisse;3.0;family;15;"la qualité des plats a baissé au fil du temps. Il y a quelques années, une attention bien plus grande était portée sur les détails. J'ai mangé un poulet qui était trop cuit et très dur. Les serveurs et serveuses, tous très jeunes, semblaient très fatigués.
Dommage.";Le Grand Réfectoire
fetc d;needande;3 mars 2024;très bel endroit;4.0;couples;2;Très bel endroit (dans l'ancien refectoire  de l'hotel dieu). très bien insonirisé, j'avais peur du bruit. pour le reste rien de spécial, ni sur les plats ni sur le service.;Le Grand Réfectoire
jean claude b;bleinjcmir;1 mars 2024;à recommander;5.0;friends;54;"1er déplacement dans votre établissement ; réservation facile , en plus j'ai eu un retour de prise en compte ; très bon accueil ; prise de commande rapide et simple , pas de complications avec le service ( on ne force pas la main); les plats étaient succulents et très bien présentés , de l'entrée au dessert . Le service a été rapide et toujours de bonne humeur !";Le Grand Réfectoire
agnés r;agn_sr2023;29 février 2024;déjeuner  particulier ......;4.0;friends;1;"bon menu pour un bon déjeuner entre amis
pas déçu,et cadre toujours agréable
nous reviendrons partager ce lieu emblatique qui appelle à la sérinité";Le Grand Réfectoire
Chris Ten;Christenn73;29 février 2024;Déjeuner le 29 février;3.0;friends;6;Cadre magnifique et ambiance très agréable. Bien que  la taille de la salle soit immense, on n'est pas gêné par le bruit des autres convives. Pris le menu du jour: pas très original et portions un peu petites pour un gros appétit.  Service un peu long mais fort bien rattrapé par un verre offert par le serveur. En résumé,  le cadre l'emporte mais ce fut quand même une bonne expérience.;Le Grand Réfectoire
jean-curt;Jean-curt;28 février 2024;Mitigé;1.0;couples;3;Cuisine très sympa mais service déplorable. Le cadre est très original, dans l'ancien réfectoire de l'Hôtel Dieu. Les plats sont intéressants.;Le Grand Réfectoire
Emma de Lyon;biggiemmanuelle;27 février 2024;Déjeuner dans un très bel endroit;5.0;friends;129;"Tout était au RV , le service le rapport qualité /prix menu a 29 euros à midi
On a pris le temps de parler jusqu’à 15h sans sentir une quelconque pression";Le Grand Réfectoire
catherine VG;catherineVG_Nantes;27 février 2024;Plutôt pas mal;4.0;family;5;Grand et bel emplacement avec du cachet, accueil professionnel. Service rapide, la cuisine est satisfaisante sans être renversante.;Le Grand Réfectoire
Murielle N.;Finagnon_C;27 février 2024;Un vrai régal;4.0;friends;1;"Un vrai régal pour tous les budgets. 
Avec mes amis, nous avions pris la formule entrée, en plat, dessert à 39 euros. 
Les produits étaient frais et goûtus.";Le Grand Réfectoire
Pinard-bertelletto;Tour48365469144;27 février 2024;Diner très agréable;4.0;couples;1;"Service de qualité et cuisine à la hauteur de sa réputation.
Très beau lieu et ambiance agréable. Seul bémol, le abr à l'étage un peu bruyant pour un dernier verre entre amis. Mais nous étions samedi soir avec un public plutôt jeune.";Le Grand Réfectoire
Geoffrey r;342geoffreyr;26 février 2024;Délicieux et cadre incroyable!;5.0;family;1;Restaurant gastronomique délicieux, dans un cadre incroyable. L'âme du lieu est resté intacte, les plats sont raffinés et une entrée, un plat et un dessert m'ont suffit. Le personnel était à l'écoute et très aimable. Je recommande pour les pour ceux qui veulent tenter un bon restaurant gastronomique.;Le Grand Réfectoire
Kora O;k0ra0;20 février 2024;Belle expérience;4.0;friends;4;Une très bonne soirée dans un lieu magnifique. De vraies saveurs, des ingrédients de saison. Manque malgré tout un peu en quantité sur le plat si vous ne prenez pas d’entrée.;Le Grand Réfectoire
VieilEpicurien;VieilEpicurien;20 février 2024;Bon déjeuner alliant qualité et prix;4.0;couples;171;Une bonne adresse tant pour l'assiette que pour le décor. Des plats bien élaborés. Une courte carte en gage de fraicheur. Ambiance assez bruyante.;Le Grand Réfectoire
Virginie M;virginiem866;20 février 2024;Un très bon moment;5.0;friends;4;"Nous avons très bien mangé dans un lieu plein de charme. La précision ""sans gluten"" a été prise en compte et respectée ! Tout a été parfait du début à la fin.";Le Grand Réfectoire
SpyderJOE69;SpyderJOE69;20 février 2024;Une belle référence lyonnaise dans un cadre magnifique.;5.0;couples;10;"Un menu Saint Valentin parfait de l'entrée au dessert. Un excellent travail en cuisine avec des produits de qualité. 
Le service était parfait. Et l'accueil chaleureux. 
";Le Grand Réfectoire
julie N;A2925XFjulien;20 février 2024;Déclinaison de la mer de l’amuse bouche au plat;5.0;couples;1;Très bon accueil, très bon service, très belles présentation des assiettes. Tout était très très bon. Très belle salle.;Le Grand Réfectoire
Franckyz;frankyz2019;20 février 2024;Je recommande pour faire plaisir et se faire plaisir;5.0;couples;37;"Ce n'est pas donné, mais il faut avouer qu'on y mange bien et que l'on est bien servi et que l'accueil est très agréable. Le sourire omniprésent. Et l'ambiance le soir de notre venue, avec chanteuse, vraiment agréable. Endroit qui fait son effet quand on vient accompagné ;)";Le Grand Réfectoire
Mobile05985913619;Mobile05985913619;19 février 2024;Expérience mitigée;2.0;friends;1;"Le cadre est magnifique mais malheureusement beaucoup d’erreurs dans la prise en charge du client et lors du service qui nous ont déçus. 
À notre arrivée,  malgré un grand sourire de la part d’une des personnes de l’accueil,  les règles de bienséance ont été quelque peu timides. 
Aucune information sur le fait que le menu était différent comparé aux propositions sur le site internet. 
À savoir : Un menu unique de Saint Valentin hors boissons et onéreux(65€/personne),  un choix limité à la carte alors que le restaurant était censé proposer des formules entrée + plat + ou plat dessert à 36€ ou 39€ pour entrée, plat dessert. 
La première serveuse nous a simplement installé , remis les cartes sans précision. 
De plus, quand mon amie a voulu commander des crozets auprès d’elle et moi mon plat , elle n’a pas été en mesure de nous confirmer ou non s’il restait ces derniers en cuisine et nous préciser avant que les pâtes avaient été remplacées par des gnocchis. 
C’est une autre serveuse qui s’est chargée de prendre nos choix , la première ayant mit trop de temps à revenir.
Ce genre de détails devraient être connus bien avant. 
Nos assiettes quant à elles furent bonnes mais les qualités gustatives ne nous ont pas séduits plus que cela. 
Manque aussi de petites attentions envers les clients ne serait-ce que « Tout ce passe bien pour vous? » ou encore « Avez-vous besoin d’autre chose? » …
L’équipe nous a parue froide, peu chaleureuse… 
Tout a été assez expéditif, même nos verres ont eu à peine le temps d’être terminés que notre table a été débarrassée trop rapidement.
En résumé il y a un besoin de formation qui doit être poursuit  , des améliorations à effectuer pour pérenniser le concept , le rendre plus humains et moins superficiel que cela ne l’est pour le moment.
Un peu plus de clarté est à corriger quant aux produits proposés également selon les services.";Le Grand Réfectoire
Diamant R;diamantr2024;18 février 2024;10/10;5.0;couples;1;10/10 le cadre est beau le lieu est dans un bâtiment unique magnifique. Tout a été bon du début jusqu’à la fin nous reviendrons !;Le Grand Réfectoire
Cédric V;214c_dricv;17 février 2024;Parfait;5.0;couples;1;Cadre, service, repas, tout était parfait et excellent ! Une chanteuse était aussi là pour sublimer cette soirée. Un excellent moment.;Le Grand Réfectoire
legoffjeromesls;legoffjeromesls;17 février 2024;Revoir la communication. Rehausser le niveau;2.0;family;17;"Nous y sommes allés lors d un passage à Lyon. Lieu maginfique. 
En revanche déception dans l assiette.
1. Soir du 17/02. Le menu découverte est supprimé car un menu spécial ""Souvenir de Saint-Valentin"". Quelques plats du menu decouverte restent proposés mais uniquement au prix à la carte. Pas d information lors de la réservation de cette limitation.
2. Le risotto de crozets a ete remplacé par une assiette de gnocchis sans prévenir ni à la commande ni lors du service. Dans le plat de gambas avec un jus de tete de homrad à la vanille, on ne retrouve pas de notes de vanille.
3. Desserts bons.
En résumé probleme majeur de communication. Rapport qualité/prix très en dessous des attentes et des prétentions.";Le Grand Réfectoire
Marie D;I1252UOmaried;17 février 2024;Cuisine et Lieu à découvrir;4.0;friends;5;Repas  entre amis autour de plats simples  mais très goûteux .Et  le lieu n'enlève rien à ce moment un peu hors du temps et riche d'histoire;Le Grand Réfectoire
Safari61664749896;Safari61664749896;17 février 2024;Un bon moment hors du temps;5.0;family;1;"Très beau lieu très bien restauré.
Service impeccable,  mets délicieux et raffinés.
Moment agréable passé en famille.";Le Grand Réfectoire
Claire S;ClairetteHoquette;16 février 2024;Bon repas, dans un joli cadre, mais service un peu mitigé;3.0;couples;2;"Le repas était bon, et le cadre sympathique. En revanche le service est un peu ... décousu. Nous avons eu au moins 4 serveurs différents, qui ne se coordonnaient pas entre eux, on est venu deux fois nous prendre notre commande, 3 personnes nous ont proposé la carte des vins (alors même que nous avons commandé du vin auprès de la toute première personne venue), le service de nos plats était toujours ""express"", le jeune homme nous déposait nos plats à table, sans aucune explication. Et rebelotte pour le dessert, nous attendons, deux personnes nous ont proposé un café, puis une e personne nous demande ce que nous attendons ... et notre dessert finit par arriver, sans aucune autre présentation. Bref, un moment plutôt correct, mais sans plus.";Le Grand Réfectoire
Emma F;J5817KOemmaf;16 février 2024;Belle expérience;4.0;couples;2;"Un super lieu pour découvrir Lyon. Un restaurant dans l'ancien réfectoire de l'hôtel Dieu. Même le coin toilettes est chouette., où nous passons devant les cuisines pour admirer les chefs en plein travail. Personnel accueillant.. 
Le seul hic, manger très proche des autres personnes..";Le Grand Réfectoire
Jean-François G;jeanfran_oisg337;16 février 2024;Moyen;3.0;friends;7;"Formidablement bien situé au sein de l'Hotel Dieu dans un cadre magnifique. La salle du restaurant est chargée d'histoire, car c'était  le réfectoire des soeurs de l'établissement de soin. En entrant, on a une vue dégagée sur la brigade en cuisine. plutôt sympathique pour l'accueil. Pour le menu de midi, c'est simple et bon. Mais moi qui ne suis pourtant pas un gros mangeur, j'ai trouvé les quantités très insuffisantes.
Très bien de travailler la décoration et les gouts, mais il faut qu'il y ait encore quelque chose dans l'assiette. Dommage de tomber dans ce défaut. C'est pour cela que je ne mets que 3 étoiles dans mon appréciation.";Le Grand Réfectoire
Reto G;RetoG70;15 février 2024;Expérience culinaire exceptionnelle;4.0;family;3;Nous avons vécu une soirée magique. Le service est rapide, courtois et très compétent. L’œuf de Marcel est une expérience culinaire hors du commun. Malheureusement , le mobilier commence (déjà) à vieillir. La couleur des banquettes est usée et noircie, ce qui nuit à l’ambiance. Dommage!;Le Grand Réfectoire
catherine c;catherinecA8163QL;14 février 2024;Bon rapport ,qualité prix.;4.0;couples;7;Accueil attentionné, tout était délicieux ,bons desserts.Cadre très sympa.Service rapide.A conseiller....Bravo au personnel!!!;Le Grand Réfectoire
courbon m;c0urb0nm;14 février 2024;Très bien;4.0;couples;1;"Restaurant sympathique cadre beau et personnel agréable 
En ce qui concerne la nourriture très fin et très bon. Je recommande";Le Grand Réfectoire
Ruben;myxben;13 février 2024;Excellent restaurant;5.0;couples;1;"C'est la deuxième fois que je viens dîner chez Le Grand Réfectoire, et j'aime toujours autant l'ambiance du lieu ainsi que la gentillesse des serveurs. Leurs plats sont toujours très délicieux et super bien présentés. Les prix sont aussi très abordables au vu de la qualité des plats.

Je recommande ce restaurant les yeux fermés !";Le Grand Réfectoire
Angilube;Angilube38;12 février 2024;Excellente soirée en famille;5.0;family;10;Bon accueil, personnel au top de l’entrée à la sortie en passant par les différents serveurs, serveuses. Cadre chaleureux, bon espace entre les tables. Plats excellent et goûteux , service impeccable, on prend son temps, nous avons passé une excellente soirée en famille.;Le Grand Réfectoire
Amandine G;25amandineg;12 février 2024;Un repas entre amis saupoudré de délices dans un cadre architectural somptueux;5.0;friends;3;Un lieu magnifique à l'architecture parfaitement rénovée pour un midi entre amis. Le personnel est irréprochable et très agréable. La carte est simple et bien élaborée. Les plats servis sont délicieux et bien présentés. Nous avons été conquis ! Merci.;Le Grand Réfectoire
lionel m;lionelmS2799NY;11 février 2024;Un endroit parfait pour un déjeuner;5.0;couples;1;Endroit parfait pour un diner à deux, service impeccable et discret, repas délicieux et cadre très agréable pour le déjeuner.;Le Grand Réfectoire
Yves M;525yvesm;11 février 2024;Tres bon repas en famille;5.0;family;8;Tres bon repas, bonne sélection de vins,service professionnel et sympathique, cadre très original. Nous recommandons !;Le Grand Réfectoire
jean-philippe B;jeanphilippeb180;9 février 2024;Expérience globalement satisfaisante;4.0;friends;19;Dîner bien passé entre amis. Cadre agréable, plats bons et saveurs originales. Le seul bémol : le service un peu trop rapide pour un diner entre amis;Le Grand Réfectoire
emmanuelle p;880emmanuellep;9 février 2024;Somptueux !;5.0;friends;9;"Service parfait !!! Cuisine raffinée et de qualité !! Un lieu magique !!! 
Pour terminer un très bon rapport qualité prix !!! A essayer de toute urgence !!!";Le Grand Réfectoire
AmaltheeB;Amaltheeb666;7 février 2024;mitigé;3.0;family;2;Nous sommes venus ici plusieurs fois. La nous avions prévu d'y venir pour un anniversaire. Nous arrivons tôt pour aller boire un verre au bar, on nous répond que ce n'est pas possible. on nous installe à table, le service est au mieux très inexpérimenté, la jeune femme n'avait carrement pas envie d'être la. Si nous n'avions pas temporisé on aurait fini de manger à 19h15. Pourtant le plat signature reste top. Je ne sais pas si cela suffit pour qu'on y revienne.;Le Grand Réfectoire
louseer;louseer;6 février 2024;Décevant;1.0;family;5;"Nous avons prix 2 menus à 62 euros ,le plat principal est arrivé vraiment trop salée.Nous l'avons renvoyé il est revenu aussi salé.On peut tous faire des erreurs particulièrement dans la salaison mais là sincèrement le chef n'as pas du tout été pro.

Cordialement";Le Grand Réfectoire
ALAIN M;alain_St-Genis;4 février 2024;Plat servi tiède;3.0;couples;17;"La plat nous a été servi tiède, même si c'était bon, dommage.
Nous avons fait la remarque, la personne nous a répondu que c'était la distance depuis la cuisine !!
Sachant que la cuisine est a 10 mètres ... il aurait été plus plus honnête de nous dire qu'il avait trainé sur le comptoir ...";Le Grand Réfectoire
GYVON01;gyvon01;3 février 2024;A faire ou refaire !;5.0;couples;273;"Endroit magnifique 
Bar à l’étage pour commencer avec cocktails en amoureux.
Restaurant sans chichi. Service discret et efficace. Compte tenu du volume de la salle nous avons craint que cela résonne mais pas du tout. 
La carte permet de découvrir plein de mets (bravo au chef et à son équipe).
La carte des vins n’est pas immense mais cela évite de se perdre et les vins proposés sont excellents. Pour nous cela a été un St Joseph blanc de chez Stéphane Montez.
Nous recommandons et reviendrons.";Le Grand Réfectoire
Isabelle J;isabellejZ1702CT;3 février 2024;Très bon moment;5.0;friends;1;Très bel endroit chargé d'histoires, des plats qui régalent les papilles, accueil et service parfaits. Très bon moment passé entre amies.;Le Grand Réfectoire
